listing_link,Title,Ratings,Main_Bedroom,Main_Beds,Main_Baths
https://www.airbnb.com/rooms/1056225303259429559?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223616_P3ZNF8Dm1HBvBSwL&previous_page_section_name=1000&federated_search_id=a0f70998-3c54-459b-8f00-5ed31e337890,Rental Unit In Dhaka , New , 5  , 5  , 5 
https://www.airbnb.com/rooms/1044552777874351046?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223619_P3C6RztSiOiOUGUT&previous_page_section_name=1000&federated_search_id=1928f9e7-9916-4ae1-bbaa-54e7fb61af45,Condo In Dhaka ,, 3  , 3  , 3 
https://www.airbnb.com/rooms/35647614?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-19&check_out=2024-06-24&source_impression_id=p3_1718223619_P3Y5eK4mPCKTrAS9&previous_page_section_name=1000&federated_search_id=1928f9e7-9916-4ae1-bbaa-54e7fb61af45,Rental Unit In Dhaka , 4.83 , 2  , 2  , 3 
https://www.airbnb.com/rooms/1043595705737116847?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718223621_P3QFqaRL-NdxP0Uy&previous_page_section_name=1000&federated_search_id=5db544a6-db91-41e0-846d-594857a0a328,Rental Unit In ???? ,, 3  , 3  , 3 
https://www.airbnb.com/rooms/1067798095214008135?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718223622_P3qQJGXKcitWTky0&previous_page_section_name=1000&federated_search_id=5db544a6-db91-41e0-846d-594857a0a328,Rental Unit In Dhaka , 4.0 , 3  ,, 2 
https://www.airbnb.com/rooms/1168159213630488814?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223622_P3pPSW-ajTEjMycO&previous_page_section_name=1000&federated_search_id=5db544a6-db91-41e0-846d-594857a0a328,Rental Unit In Dhaka , New , 5  ,, 5 
https://www.airbnb.com/rooms/906927430307190665?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223622_P39RXUlFASibDSgp&previous_page_section_name=1000&federated_search_id=5db544a6-db91-41e0-846d-594857a0a328,Hotel In Dhaka , Studio , 1  , 1  , 1  
https://www.airbnb.com/rooms/1089351496731790970?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718223622_P3pz9Vd9K-r1vwei&previous_page_section_name=1000&federated_search_id=5db544a6-db91-41e0-846d-594857a0a328,Rental Unit In Dhaka ,, 2  , 2  , 2 
https://www.airbnb.com/rooms/41184932?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=964875774&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718223624_P3W6vrpimWKJVCd6&previous_page_section_name=1000&federated_search_id=0478ca36-c54d-4cd8-9917-39a60ae71b0d,Rental Unit In Dhaka , 5.0 , 1  , 2  , 1  
https://www.airbnb.com/rooms/1164278339349297269?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-29&check_out=2024-07-04&source_impression_id=p3_1718223624_P3scCf05FLqKWccw&previous_page_section_name=1000&federated_search_id=0478ca36-c54d-4cd8-9917-39a60ae71b0d,Rental Unit In Dhaka , New , 3  , 3  , 3 
https://www.airbnb.com/rooms/1166085964383269116?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1916850550&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223643_P3j5fb00O7CigF2C&previous_page_section_name=1000&federated_search_id=6a9bb93c-dc81-4776-96a0-85723c68c0e3,Bed And Breakfast In ???? , New , 1  ,, 1  
https://www.airbnb.com/rooms/699711279837365753?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223648_P3AfrDo82-dRInRH&previous_page_section_name=1000&federated_search_id=4b69a554-851f-4f73-8b62-01cbda64617d,Serviced Apartment In Dhaka , 3.92 , 1  , 2  , 1 
https://www.airbnb.com/rooms/957017223859080444?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223653_P3EbEcbUsPIIM5B7&previous_page_section_name=1000&federated_search_id=6dbbcca5-c58b-46b8-a3a8-eff2660d0fdf,Serviced Apartment In Dhaka ,, 3  ,, 3 
https://www.airbnb.com/rooms/1125428422306900772?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1873863592&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223658_P3yQlfsUa_bG10rK&previous_page_section_name=1000&federated_search_id=591de669-6026-43aa-b4ef-ed8badf16353,Rental Unit In Dhaka , New , 1  , 1 , 1 
https://www.airbnb.com/rooms/1137795677887554757?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1887148743&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223660_P3AxNOwL2ryA6SqF&previous_page_section_name=1000&federated_search_id=e5abe21b-8fc1-4988-9482-df70bee3fc99,Rental Unit In Dhaka , New , 1  , 1  , 1 
https://www.airbnb.com/rooms/868567118572302677?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1627117572&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223663_P3ygboXkR-wSfJTI&previous_page_section_name=1000&federated_search_id=67fadc1e-70d7-447f-b498-265bcf0655b8,Rental Unit In Dhaka ,, 1  , 1  , 2 
https://www.airbnb.com/rooms/1122294175765171987?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223665_P3fNhWaQgkRwnr8G&previous_page_section_name=1000&federated_search_id=a73e7332-6b14-48ef-93ee-2dc7b7fbd63d,Rental Unit In Dhaka ,, 5  , 5  , 5 
https://www.airbnb.com/rooms/1151298058304831985?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1901322636&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223665_P3fH03CU_0ZzuYur&previous_page_section_name=1000&federated_search_id=a73e7332-6b14-48ef-93ee-2dc7b7fbd63d,Rental Unit In Dhaka , New , 2  , 3  , 3 
https://www.airbnb.com/rooms/1131575342058727622?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223665_P3MjNfHpQY66ygB6&previous_page_section_name=1000&federated_search_id=a73e7332-6b14-48ef-93ee-2dc7b7fbd63d,Rental Unit In Dhaka , New , 3  ,, 4 
https://www.airbnb.com/rooms/1171519191057217784?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223680_P3xM36xx4iEI4WBI&previous_page_section_name=1000&federated_search_id=bf49efe1-f599-4e59-b618-fb4ec1c4f213,Rental Unit In Dhaka , New , 3  ,, 3 
https://www.airbnb.com/rooms/1007201769672997897?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223680_P3t4Y4ROcbR5hDUl&previous_page_section_name=1000&federated_search_id=bf49efe1-f599-4e59-b618-fb4ec1c4f213,Rental Unit In Dhaka ,, 3  , 3  , 3 
https://www.airbnb.com/rooms/916427873359641171?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223680_P3G5neJYe2hIY2Jx&previous_page_section_name=1000&federated_search_id=bf49efe1-f599-4e59-b618-fb4ec1c4f213,Rental Unit In Dhaka ,, 2  ,, 2.5 
https://www.airbnb.com/rooms/1108489033822691995?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1857321091&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223680_P3JPuJJ2-dFm2maT&previous_page_section_name=1000&federated_search_id=bf49efe1-f599-4e59-b618-fb4ec1c4f213,Rental Unit In Dhaka ,, 3  , 3  , 3 
https://www.airbnb.com/rooms/997172620740796783?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1757131464&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223680_P3plkax7F-9iql7x&previous_page_section_name=1000&federated_search_id=bf49efe1-f599-4e59-b618-fb4ec1c4f213,Rental Unit In Dhaka ,, 2  ,, 2.5 
https://www.airbnb.com/rooms/934169718606340981?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223680_P3TQH5qwbzv8VjqU&previous_page_section_name=1000&federated_search_id=bf49efe1-f599-4e59-b618-fb4ec1c4f213,Rental Unit In Dhaka ,, 4  , 4  , 3 
https://www.airbnb.com/rooms/845460636728038519?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718222895_P3UgZ5lnxocyDylH&previous_page_section_name=1000&federated_search_id=1abaf36e-c54c-4479-a994-237ddf0a95b4,Rental Unit In Dhaka ,, 3  , 2  , 3 
https://www.airbnb.com/rooms/1171854174049273246?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718222899_P3fZ0-OHWdAR4EX9&previous_page_section_name=1000&federated_search_id=ca40d98a-b3f7-4ab1-b926-e9712ad984ff,Rental Unit In Dhaka , New , 1  , 1  , 1 
https://www.airbnb.com/rooms/49915010?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718222899_P3qUAtA0zdSkyyew&previous_page_section_name=1000&federated_search_id=ca40d98a-b3f7-4ab1-b926-e9712ad984ff,Serviced Apartment In Dhaka , 4.41 , 1  , 1  , 1 
https://www.airbnb.com/rooms/768424425966098565?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718222899_P3m1WFtzTLzdQr99&previous_page_section_name=1000&federated_search_id=ca40d98a-b3f7-4ab1-b926-e9712ad984ff,Serviced Apartment In Dhaka ,, 1  ,, 1 
https://www.airbnb.com/rooms/1172595675626355573?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718222900_P3uphxSu5zJyQpSs&previous_page_section_name=1000&federated_search_id=74b275a5-8242-4cda-adf1-72c9be835156,Rental Unit In Dhaka , New , 1  ,, 1 
https://www.airbnb.com/rooms/1145748523509770737?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1895310927&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223682_P3v6nov3dvbt0gJQ&previous_page_section_name=1000&federated_search_id=9ecd7f30-da65-4614-8af3-223857e08b69,Rental Unit In Dhaka , New , 3  , 3  , 3 
https://www.airbnb.com/rooms/1104757296433048293?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1853510172&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223682_P3F1wsMC-9VEwhcN&previous_page_section_name=1000&federated_search_id=9ecd7f30-da65-4614-8af3-223857e08b69,Home In Dhaka , New , 1  , 1  , 1 
https://www.airbnb.com/rooms/1086572197218425183?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223682_P3z9J3c8hCm7YTt0&previous_page_section_name=1000&federated_search_id=9ecd7f30-da65-4614-8af3-223857e08b69,Rental Unit In Dhaka ,, 2  ,, 2 
https://www.airbnb.com/rooms/1169013287357002755?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718223683_P3sclMg4FtQhHuzG&previous_page_section_name=1000&federated_search_id=9ecd7f30-da65-4614-8af3-223857e08b69,Rental Unit In Dhaka , New , 1  ,, 1 
https://www.airbnb.com/rooms/911313951549881213?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1677656647&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223683_P3R9GA-UgiMqlWor&previous_page_section_name=1000&federated_search_id=9ecd7f30-da65-4614-8af3-223857e08b69,Condo In Dhaka ,, 1  , 4  , 1.5 
https://www.airbnb.com/rooms/976230248557999801?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223690_P36bbyrQIrEtfNOt&previous_page_section_name=1000&federated_search_id=98aba470-3d2d-48d7-9467-583fe56b2d45,Rental Unit In Dhaka ,, 2  , 2  , 2 
https://www.airbnb.com/rooms/913160462063823657?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223695_P3RoxQZA6eme7AIv&previous_page_section_name=1000&federated_search_id=a4084054-7e03-472b-9508-657d0873566c,Rental Unit In Dhaka ,, 3  ,, 3.5 
https://www.airbnb.com/rooms/942396646644760042?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223695_P3USOVHSsPGipy3P&previous_page_section_name=1000&federated_search_id=a4084054-7e03-472b-9508-657d0873566c,Rental Unit In Dhaka ,, 3  , 1  , 3 
https://www.airbnb.com/rooms/1146195447414353190?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223697_P3BzyjPpXq0lGerm&previous_page_section_name=1000&federated_search_id=d5e93f16-4e51-445d-825c-9bef73d6fb14,Rental Unit In Dhaka , New , 1  ,, 1  
https://www.airbnb.com/rooms/1146175525026491916?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1895693354&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223700_P3RVgFJh-DfunL9N&previous_page_section_name=1000&federated_search_id=98a50bb0-cd55-48dc-a4f0-3bff62b59351,Rental Unit In Dhaka , New , 1  , 2  , 1 
https://www.airbnb.com/rooms/838873205650554041?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1651287315&search_mode=regular_search&check_in=2024-07-01&check_out=2024-07-06&source_impression_id=p3_1718223702_P3yQ2gzF65sXZqG_&previous_page_section_name=1000&federated_search_id=1d33654c-052d-4407-a973-c55b7d90edd9,Rental Unit In Dhaka , 5.0 , 1  , 1  , 1  
https://www.airbnb.com/rooms/1140319301178929081?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-20&source_impression_id=p3_1718223702_P3FTZSvVPk5NYTL3&previous_page_section_name=1000&federated_search_id=1d33654c-052d-4407-a973-c55b7d90edd9,Rental Unit In Dhaka , New , 1  , 1  , 1 
https://www.airbnb.com/rooms/938722829084986846?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223702_P3WyiJQd3CDXchIU&previous_page_section_name=1000&federated_search_id=1d33654c-052d-4407-a973-c55b7d90edd9,Rental Unit In Dhaka ,, 2  , 2  , 2 
https://www.airbnb.com/rooms/1163757661138806483?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-20&check_out=2024-06-25&source_impression_id=p3_1718223702_P3GWHiTPxpkeASni&previous_page_section_name=1000&federated_search_id=1d33654c-052d-4407-a973-c55b7d90edd9,Rental Unit In Dhaka , New , 1  , 1  , 1 
https://www.airbnb.com/rooms/1097605844357223945?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223702_P39Upf3TuWbNAabq&previous_page_section_name=1000&federated_search_id=1d33654c-052d-4407-a973-c55b7d90edd9,Rental Unit In Dhaka ,, 2  ,, 3 
https://www.airbnb.com/rooms/793541028480664490?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223704_P32eL_CHAWSouN6x&previous_page_section_name=1000&federated_search_id=740d5487-c636-4863-98fb-37ea9bbbd228,Serviced Apartment In Dhaka ,, 2  , 1  , 2 
https://www.airbnb.com/rooms/1121828035164449839?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1870532256&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223704_P3AZsFZtxTC9V_9S&previous_page_section_name=1000&federated_search_id=740d5487-c636-4863-98fb-37ea9bbbd228,Condo In Dhaka ,, 3  ,, 2 
https://www.airbnb.com/rooms/53846308?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223704_P3DZI4_zJdPc1Zcc&previous_page_section_name=1000&federated_search_id=740d5487-c636-4863-98fb-37ea9bbbd228,Serviced Apartment In Dhaka ,, 1  , 2  , 1.5 
https://www.airbnb.com/rooms/1034067334616495430?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223704_P3CsDcI7swH5Qk2o&previous_page_section_name=1000&federated_search_id=740d5487-c636-4863-98fb-37ea9bbbd228,Rental Unit In ???? ,, 2  , 2  , 1 
https://www.airbnb.com/rooms/1097337936297027659?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223704_P3_G4tlE0AyeuJZT&previous_page_section_name=1000&federated_search_id=740d5487-c636-4863-98fb-37ea9bbbd228,Rental Unit In Dhaka ,, 4  ,, 3.5 
https://www.airbnb.com/rooms/831207674684020951?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1598495496&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223704_P3maVaTZH2u-UMt0&previous_page_section_name=1000&federated_search_id=740d5487-c636-4863-98fb-37ea9bbbd228,Rental Unit In ???? ,, 1  , 1  , 1  
https://www.airbnb.com/rooms/545975920290144620?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223704_P3M6BKwWMU0NpuEJ&previous_page_section_name=1000&federated_search_id=740d5487-c636-4863-98fb-37ea9bbbd228,Hotel In Dhaka , 5.0 , 16  , 1  , 16 
https://www.airbnb.com/rooms/53107705?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1486240512&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223711_P3bLr5bWLhViVjGj&previous_page_section_name=1000&federated_search_id=b2fa5e61-a385-4652-8192-81a46980eac9,Rental Unit In Dhaka , 4.80 , 1  , 1  , 1  
https://www.airbnb.com/rooms/1166805448418712488?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1917700150&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223718_P3sdjn7zgaxI4hI5&previous_page_section_name=1000&federated_search_id=a34737e1-9642-480d-944b-b9ba5211954f,Rental Unit In Dhaka , New , 1  , 1  , 1 
https://www.airbnb.com/rooms/595879329175024678?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1579610535&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223720_P3-cmKLCbqyjqSwJ&previous_page_section_name=1000&federated_search_id=a589d8a9-c1fe-403c-afdf-5561b922de87,Rental Unit In Dhaka , 4.30 , 1  ,, 1  
https://www.airbnb.com/rooms/1144212770535653856?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223720_P3eH_qdZh2c6Mfn3&previous_page_section_name=1000&federated_search_id=a589d8a9-c1fe-403c-afdf-5561b922de87,Serviced Apartment In Dhaka , New , 1  , 1  , 1 
https://www.airbnb.com/rooms/1047647113382948531?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1802434147&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718223720_P3C9Zt7y2mzli-_a&previous_page_section_name=1000&federated_search_id=a589d8a9-c1fe-403c-afdf-5561b922de87,Rental Unit In Dhaka ,, 1  , 1  , 1 
https://www.airbnb.com/rooms/596020988099008682?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1622513809&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223723_P3vG7NAjimhQZZx4&previous_page_section_name=1000&federated_search_id=c0152b8b-88b4-42f0-999e-e0de50138f20,Rental Unit In Dhaka , 4.29 , 1  ,, 1  
https://www.airbnb.com/rooms/17946770?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-07-07&check_out=2024-07-12&source_impression_id=p3_1718223723_P3xBn-YvNVTI9zKT&previous_page_section_name=1000&federated_search_id=c0152b8b-88b4-42f0-999e-e0de50138f20,Loft In Dhaka , 4.65 , 1  , 1  , 1 
https://www.airbnb.com/rooms/1173401919870997572?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223723_P3kxyl9pMU5mqz_p&previous_page_section_name=1000&federated_search_id=c0152b8b-88b4-42f0-999e-e0de50138f20,Rental Unit In Dhaka , New , 3  , 3  , 3 
https://www.airbnb.com/rooms/708661443339945063?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1484320352&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223723_P3CjTfQf-0oGX89I&previous_page_section_name=1000&federated_search_id=c0152b8b-88b4-42f0-999e-e0de50138f20,Rental Unit In Dhaka , 4.0 , 1  ,, 1  
https://www.airbnb.com/rooms/810444664446099078?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1571590368&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223728_P3L1fc4XexyuSzCP&previous_page_section_name=1000&federated_search_id=149d270b-a0f0-4e0e-bec5-7d489e8d61b7,Rental Unit In Dhaka ,, 1  , 1  , 1  
https://www.airbnb.com/rooms/608773495427126129?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-20&check_out=2024-06-25&source_impression_id=p3_1718223733_P3tYnbgLo-NEnAYI&previous_page_section_name=1000&federated_search_id=260498b0-ecb0-4cb0-86b8-f0db0c99c2bf,Rental Unit In Dhaka , 5.0 , 2  , 2  , 2 
https://www.airbnb.com/rooms/616617803349296957?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223733_P3TyJ5tu3EZoZCTK&previous_page_section_name=1000&federated_search_id=260498b0-ecb0-4cb0-86b8-f0db0c99c2bf,Serviced Apartment In Dhaka , 4.67 , 1  , 1  , 1.5  
https://www.airbnb.com/rooms/35868604?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1112891591&search_mode=regular_search&check_in=2024-07-31&check_out=2024-08-05&source_impression_id=p3_1718223735_P3MZrdBUtINgcphd&previous_page_section_name=1000&federated_search_id=ff7b399d-ed51-4caa-ab74-b3df6190a38a,Rental Unit In Dhaka , 4.94 , 1  , 1  , 1  
https://www.airbnb.com/rooms/1169326060330735053?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1920258733&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223735_P3UMuf7zGVyJzx_u&previous_page_section_name=1000&federated_search_id=ff7b399d-ed51-4caa-ab74-b3df6190a38a,Rental Unit In Dhaka , New , 1  ,, 1  
https://www.airbnb.com/rooms/1154900539037798271?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1905008308&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223735_P3S-vw3ad6uyAnb9&previous_page_section_name=1000&federated_search_id=ff7b399d-ed51-4caa-ab74-b3df6190a38a,Rental Unit In Dhaka , New , 1  , 1  , 1 
https://www.airbnb.com/rooms/1151254239802210132?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1901267529&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223738_P3o5sGTyJOEwq5u_&previous_page_section_name=1000&federated_search_id=eb505835-63f6-45a7-8680-d20cdf55bb46,Rental Unit In Dhaka , New , 1  , 1  , 1 
https://www.airbnb.com/rooms/1027199616310913919?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1783156995&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223738_P3wykPpCtfvNf6BJ&previous_page_section_name=1000&federated_search_id=eb505835-63f6-45a7-8680-d20cdf55bb46,Rental Unit In Dhaka ,, 1  , 1  , 1 
https://www.airbnb.com/rooms/611695168129271012?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1386046033&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223738_P3bh91slzkgVLI-Q&previous_page_section_name=1000&federated_search_id=eb505835-63f6-45a7-8680-d20cdf55bb46,Rental Unit In Dhaka , 4.80 , 1  , 1  , 1  
