listing_link,Title,Ratings,Main_Bedroom,Main_Beds,Main_Baths
https://www.airbnb.com/rooms/18481345?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221358_P3SCg6F7_lnIPdox&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,Rental Unit In Dhaka , 4.74 , 3  , 3  , 3 
https://www.airbnb.com/rooms/1015738149945282336?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221358_P36UMd72VbgTV9DZ&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,Rental Unit In Dhaka ,, 1  ,, 2.5 
https://www.airbnb.com/rooms/743705672138795968?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-20&source_impression_id=p3_1718221358_P3CFUC24HPsk4UKf&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,Rental Unit In Dhaka , 5.0 , 3  , 3  , 3 
https://www.airbnb.com/rooms/1132062535152324323?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221358_P3dfw78Xdlpklnhr&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,Serviced Apartment In Dhaka , New , 1  , 1  , 2 
https://www.airbnb.com/rooms/31699739?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=661643306&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221358_P3oLPJu1QEpEwgAA&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,Home In Mymensingh , 4.50 , 3  , 4  , 2 
https://www.airbnb.com/rooms/1094776181066095077?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221358_P37tjkA4pO83VsmS&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,Rental Unit In Dhaka ,, 3  , 3  , 3 
https://www.airbnb.com/rooms/1044074734908483445?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1798910526&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718221358_P3i7ceSeGry_XZkH&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,Rental Unit In Dhaka , 5.0 , 1  , 1  , 1 
https://www.airbnb.com/rooms/658745981048524974?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221358_P36qlE-Zd4KxeR40&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,Rental Unit In Dhaka , 4.75 , 1  ,, 1 
https://www.airbnb.com/rooms/887366311079549352?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221358_P3gnKIYVM2fv-BHt&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,Rental Unit In Dhaka , 4.72 , 3  ,, 2.5 
https://www.airbnb.com/rooms/838337185559648573?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-20&source_impression_id=p3_1718221358_P3G-uIwLhNtDnwD5&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,Rental Unit In Dhaka , 5.0 , 3  , 6  , 3 
https://www.airbnb.com/rooms/1059854930039759540?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221360_P3WlS2cwR2i6a9DA&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka , 4.80 , 2  , 2  , 2 
https://www.airbnb.com/rooms/960223211298976336?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1915444449&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221360_P3xsvGmUN23VTXnm&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka , 5.0 , 1  ,, 1  
https://www.airbnb.com/rooms/825803350237802562?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718221360_P3pdouc9W0Mw9Ub7&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka , 4.80 , 1  , 1  , 1 
https://www.airbnb.com/rooms/1146140506166470374?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1895651838&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221360_P3FnbXKVrIdux3Qy&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka , New , 1  , 4  , 1
https://www.airbnb.com/rooms/1170004013534243469?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221360_P3YEZLB4h5p-i_Uj&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Condo In Dhaka , New , 3  , 6  , 3 
https://www.airbnb.com/rooms/1056414231772489886?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221360_P3m1l7Se2bdva8yt&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka ,, 3  ,, 3 
https://www.airbnb.com/rooms/919827047814057134?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221360_P30Fu0SyVIZOD_Hi&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka , 5.0 , 2  , 2  , 2.5 
https://www.airbnb.com/rooms/1136964916911693685?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221360_P3muQDJmTmobjR-Z&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka , New , 1  ,, 1 
https://www.airbnb.com/rooms/643107736143081917?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-20&check_out=2024-06-25&source_impression_id=p3_1718221360_P3G-jJpRHlISthpr&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Serviced Apartment In Dhaka , 4.86 , 2  , 2  , 2.5 
https://www.airbnb.com/rooms/952224188328874197?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1714087542&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223142_P3tjZicQuIrPDk5W&previous_page_section_name=1000&federated_search_id=4ca222ef-7cad-4292-9e70-478a5be3fd60,Rental Unit In Dhaka ,, 1  , 1  , 1  
https://www.airbnb.com/rooms/1157948312337769576?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-21&check_out=2024-06-28&source_impression_id=p3_1718223142_P3fNJT1sFWylFYuC&previous_page_section_name=1000&federated_search_id=4ca222ef-7cad-4292-9e70-478a5be3fd60,Rental Unit In Dhaka , New , 6  ,, 5 
https://www.airbnb.com/rooms/1149018128237802003?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223142_P32NYAX-zO2x30IQ&previous_page_section_name=1000&federated_search_id=4ca222ef-7cad-4292-9e70-478a5be3fd60,Rental Unit In Dhaka , New , 3  ,, 3 
https://www.airbnb.com/rooms/1060128784650321212?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1812025090&search_mode=regular_search&check_in=2024-06-19&check_out=2024-06-24&source_impression_id=p3_1718223144_P37MoRzRnZIvcHNX&previous_page_section_name=1000&federated_search_id=e21661c4-d70b-4e76-9577-7cae378818ae,Rental Unit In Dhaka ,, 1  ,, 1  
https://www.airbnb.com/rooms/986876319873514441?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1745628610&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718223144_P35PPIdxzIzcHrYp&previous_page_section_name=1000&federated_search_id=e21661c4-d70b-4e76-9577-7cae378818ae,Rental Unit In Dhaka ,, 3  , 1  , 3 
https://www.airbnb.com/rooms/1125210570421427034?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-07-28&check_out=2024-08-02&source_impression_id=p3_1718221360_P34wxobAms6ODzyk&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Serviced Apartment In Dhaka ,, 4  , 4  , 4.5 
https://www.airbnb.com/rooms/880796252829060215?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221360_P37HO4cu8GhZX4mU&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka ,, 5  , 5  , 6 
https://www.airbnb.com/rooms/1176376332121672959?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221360_P3kf1BYagC5jBelU&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka , New , 3  , 3  , 3 
https://www.airbnb.com/rooms/1129067591033768939?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1877839542&search_mode=regular_search&check_in=2024-07-28&check_out=2024-08-02&source_impression_id=p3_1718221360_P3MyciEo3aoGHp86&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka , 5.0 , 1  , 1  , 1 
https://www.airbnb.com/rooms/1124616139980588497?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221360_P35OQDh0yFI5nXmy&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka ,, 3  , 3  , 3 
https://www.airbnb.com/rooms/4540558?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1885480617&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221360_P3aXKjeU0rk9dR3G&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka , New , 1  ,, 1  
https://www.airbnb.com/rooms/1070476196505236464?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1821985300&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221360_P3-0R4Q9yFar8fh0&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka , 4.89 , 1  , 1  , 1 
https://www.airbnb.com/rooms/1116017225421453453?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-23&check_out=2024-06-28&source_impression_id=p3_1718221360_P3dVR84o1XioyUCT&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Cottage In Gazipur District ,, 1  , 1  , 1 
https://www.airbnb.com/rooms/976504957635356546?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221360_P3wtVtNoA_iCriRU&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,Rental Unit In Dhaka , 4.45 , 4  , 3  , 4 
https://www.airbnb.com/rooms/9699327?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221363_P3p2FqnQPIMEr7J_&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Serviced Apartment In Dhaka , 4.87 , 1  , 1  , 1  
https://www.airbnb.com/rooms/954757715498201525?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221363_P3yGdzZiH49Kw8nY&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka , 4.67 , 1  ,, 3 
https://www.airbnb.com/rooms/951095498781444705?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221363_P3GtlHGJiEOaafab&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka ,, 3  , 3  , 3.5 
https://www.airbnb.com/rooms/52545298?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1552442460&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221363_P35OtmsgE0xGjdhk&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka , 5.0 , 1  , 1  , 1  
https://www.airbnb.com/rooms/38862248?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=962049483&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221363_P3iS74RvEKSTr9hP&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Home In Dhaka , 5.0 , 2  , 1  , 1.5 
https://www.airbnb.com/rooms/915926831670223127?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221363_P3Ja4y6I45ApyFRz&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka , New , 2  , 2  , 3 
https://www.airbnb.com/rooms/739411222232380554?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221363_P3t5DDVGXRrOWjsc&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka ,, 3  ,, 3 
https://www.airbnb.com/rooms/913822127095419560?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221363_P3srkPUUxj-Kw4t3&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka , 4.50 , 3  , 3  , 3 
https://www.airbnb.com/rooms/664452521590068735?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-07-02&check_out=2024-07-07&source_impression_id=p3_1718221363_P3SKB31GUgrk6ced&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Condo In Dhaka , 4.79 , 2  , 4  , 2 
https://www.airbnb.com/rooms/905821479821938742?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221363_P3cLpFIxUvBIIqqJ&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka , 4.94 , 3  ,, 3 
https://www.airbnb.com/rooms/1128133496000589594?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1876857889&search_mode=regular_search&check_in=2024-07-28&check_out=2024-08-02&source_impression_id=p3_1718221363_P3IV1nqNzbRor67T&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka , 5.0 , 1  , 1  , 1 
https://www.airbnb.com/rooms/38473912?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-21&source_impression_id=p3_1718221363_P3iJn08cmMmbX58E&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Condo In Tongi , 4.61 , 2  , 2  , 1 
https://www.airbnb.com/rooms/927252826941065429?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718221363_P3bBOB1iN2-EJTZK&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka , 4.67 , 1  ,, 2 
https://www.airbnb.com/rooms/627403232992839917?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221363_P3Nc8TAcGSGBi5sQ&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Condo In Dhaka , 4.64 , 2  , 2  , 3 
https://www.airbnb.com/rooms/1067630657769939737?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221363_P32ZUUm3Ro6UmUsS&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka ,, 2  , 2  , 2 
https://www.airbnb.com/rooms/979825231436100078?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-13&source_impression_id=p3_1718221363_P34sOtWu7IDWSvPx&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka ,, 3  , 3  , 3 
https://www.airbnb.com/rooms/1068996629993206018?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221363_P3Qyp2Di8J6pkwEK&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Home In Dhaka ,, 3  , 3  , 2.5 
https://www.airbnb.com/rooms/561651071507643813?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221363_P38xlEilzqpYiaB7&previous_page_section_name=1000&federated_search_id=11949e06-8794-410a-98fb-cb99538be490,Rental Unit In Dhaka , 4.92 , 2  , 3  , 2 
https://www.airbnb.com/rooms/52890086?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-25&check_out=2024-06-30&source_impression_id=p3_1718221365_P3ZGEbNAnsaFmfKr&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Guest Suite In Dhaka , 4.84 , 1  , 1  , 1 
https://www.airbnb.com/rooms/1032127984999945609?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1788147314&search_mode=regular_search&check_in=2024-06-30&check_out=2024-07-05&source_impression_id=p3_1718221365_P39cm12g1eBqlHzv&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Rental Unit In Dhaka , 4.79 , 1  ,, 1  
https://www.airbnb.com/rooms/562602395495577225?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718221365_P30lqegnabYMSoxE&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Rental Unit In Dhaka , 4.82 , 2  , 2  , 2 
https://www.airbnb.com/rooms/731765223320023205?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221365_P3RiEH-3yvAyVzJE&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Serviced Apartment In Dhaka , 4.70 , 3  ,, 4.5 
https://www.airbnb.com/rooms/1026090330486972875?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718221365_P3Hfn7ewszZt-Gur&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Tent In Joydebpur ,, 5  , 8  , 2 
https://www.airbnb.com/rooms/1100750462331273795?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1849820907&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221365_P3fPmTr6OR78gm09&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Earthen Home In Tangail ,, 1  , 3  , 1 
https://www.airbnb.com/rooms/1161021883603720318?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221366_P3TLnHigsE4LcWJ0&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Rental Unit In Dhaka , New , 1  , 2  , 1 
https://www.airbnb.com/rooms/567091811094768042?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1926857758&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718221366_P3oMH6jYxL-uthZu&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Rental Unit In Dhaka , 4.73 , 1  , 1  , 1  
https://www.airbnb.com/rooms/1008462912568683510?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221366_P3caNNi_YpFL0FUq&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Condo In Dhaka ,, 3  , 4  , 3 
https://www.airbnb.com/rooms/1175179325775836182?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1926135534&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221366_P3Jvundq_FuCqTDn&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Rental Unit In Dhaka , New , 1  , 1  , 1 
https://www.airbnb.com/rooms/17348534?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718221366_P3Y5Lrpa8EQ1OqcU&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Rental Unit In Dhaka , 4.79 , 4  , 4  , 4 
https://www.airbnb.com/rooms/953118838304144530?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1714976538&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221366_P3Ne1TmG_mylDA4K&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Rental Unit In Dhaka , 4.78 , 1  , 1  , 1 
https://www.airbnb.com/rooms/1102837808022059795?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1851938032&search_mode=regular_search&check_in=2024-07-07&check_out=2024-07-12&source_impression_id=p3_1718221366_P3qT9Uc5XYid1Lra&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Home In Dhaka ,, 1  ,, 1 
https://www.airbnb.com/rooms/1169239476575339288?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221366_P3CFYN0LLu3BV58w&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Rental Unit In Adabor , New , 1  ,, 1 
https://www.airbnb.com/rooms/848333264707398661?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221366_P3Fo4tyQbfZfMH_V&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Rental Unit In Dhaka , 5.0 , 3  , 3  , 3 
https://www.airbnb.com/rooms/46454668?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221366_P3219BW8mA-q-qL6&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Serviced Apartment In Dhaka , 4.0 , 1  , 1  , 1 
https://www.airbnb.com/rooms/40313290?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-20&check_out=2024-06-25&source_impression_id=p3_1718221366_P32CJKHW12nTo20-&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Condo In Dhaka , 4.85 , 2  , 4  , 2 
https://www.airbnb.com/rooms/1132990119270976714?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221366_P3oUw7jdQdPCAvCX&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,Rental Unit In Gazipur , New , 1  , 1  , 1 
https://www.airbnb.com/rooms/1073244466304999949?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-07-05&check_out=2024-07-10&source_impression_id=p3_1718221368_P3xYKcH814tqWA_c&previous_page_section_name=1000&federated_search_id=0596723b-10ae-41cf-9070-349f18f18f74,Rental Unit In Dhaka , 5.0 , 2  ,, 2 
https://www.airbnb.com/rooms/554056302022586492?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221368_P3W05n3W3WUYGKkT&previous_page_section_name=1000&federated_search_id=0596723b-10ae-41cf-9070-349f18f18f74,Rental Unit In Dhaka , 4.58 , 1  ,, 1 
