listing_link,base_urls,listing_title,principalSubdivision,localityName_unresolved,latitude,longitude,map_link
https://www.airbnb.com/rooms/40007377?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1457509042&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221309_P3e7QNemP5eJWfyD&previous_page_section_name=1000&federated_search_id=42348049-41cd-41e5-b7cc-bce4356dbb65,https://www.airbnb.com/rooms/40007377,Home In Rajshahi District ,Rajshahi Division,Rajshahi,24.3664,88.6672,"https://www.google.com/maps?q=24.3664,88.6672"
https://www.airbnb.com/rooms/27913616?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221309_P3OFtjlMlmmfS90R&previous_page_section_name=1000&federated_search_id=42348049-41cd-41e5-b7cc-bce4356dbb65,https://www.airbnb.com/rooms/27913616,Farm Stay In Rajshahi ,Rajshahi Division,Rajshahi,24.39167,88.53162,"https://www.google.com/maps?q=24.39167,88.53162"
https://www.airbnb.com/rooms/31702081?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221309_P3mon_QfHKb8eEST&previous_page_section_name=1000&federated_search_id=42348049-41cd-41e5-b7cc-bce4356dbb65,https://www.airbnb.com/rooms/31702081,Home In Rajshahi District ,Rajshahi Division,Puthia,24.374128,88.851247,"https://www.google.com/maps?q=24.374128,88.851247"
https://www.airbnb.com/rooms/601246955873586080?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221310_P3IOO0dm-V92WO8c&previous_page_section_name=1000&federated_search_id=12d9ba04-8611-4752-8921-99e025dcea4b,https://www.airbnb.com/rooms/601246955873586080,Hotel In Rajshahi ,Rajshahi Division,Rajshahi,24.40784,88.61257,"https://www.google.com/maps?q=24.40784,88.61257"
https://www.airbnb.com/rooms/681885347763181266?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1459080948&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221310_P3wyuB1wUrdXlyaF&previous_page_section_name=1000&federated_search_id=12d9ba04-8611-4752-8921-99e025dcea4b,https://www.airbnb.com/rooms/681885347763181266,Home In Rajshahi ,Rajshahi Division,Rajshahi,24.3657,88.6673,"https://www.google.com/maps?q=24.3657,88.6673"
https://www.airbnb.com/rooms/898335114596934218?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1658888441&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221321_P3POWBVlySuQ4ll0&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,https://www.airbnb.com/rooms/898335114596934218,Houseboat In Rangamati Hill District ,Chittagong,Rangamati,22.6531,92.1968,"https://www.google.com/maps?q=22.6531,92.1968"
https://www.airbnb.com/rooms/796267479718601910?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221321_P3MdzpLrKJPHCVV3&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,https://www.airbnb.com/rooms/796267479718601910,Condo In Chattogram ,Chittagong,Chattogram,22.3627,91.8518,"https://www.google.com/maps?q=22.3627,91.8518"
https://www.airbnb.com/rooms/45064093?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1056643997&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221321_P3buMGb0Gs1hsB7M&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,https://www.airbnb.com/rooms/45064093,Home In Rangamati ,Chittagong,Rangamati,22.65745,92.16805,"https://www.google.com/maps?q=22.65745,92.16805"
https://www.airbnb.com/rooms/21857534?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1508211451&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718221321_P3SFOQDaHPA2zKx_&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,https://www.airbnb.com/rooms/21857534,Cottage In Rangamati ,Chittagong,Rangamati,22.6353,92.1818,"https://www.google.com/maps?q=22.6353,92.1818"
https://www.airbnb.com/rooms/838328142616347242?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221321_P3moWG0r2OnwnzD9&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,https://www.airbnb.com/rooms/838328142616347242,Rental Unit In Chittagong ,Chittagong,Chattogram,22.36207,91.833212,"https://www.google.com/maps?q=22.36207,91.833212"
https://www.airbnb.com/rooms/1175658001021111025?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221321_P3KRAFtyAQM3n57S&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,https://www.airbnb.com/rooms/1175658001021111025,Rental Unit In Chittagong ,Chittagong,Chattogram,22.346332,91.838789,"https://www.google.com/maps?q=22.346332,91.838789"
https://www.airbnb.com/rooms/38901750?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221321_P3SmrxvGC6S5T_Bi&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,https://www.airbnb.com/rooms/38901750,Rental Unit In Chittagong ,Chittagong,Chattogram,22.37098,91.81937,"https://www.google.com/maps?q=22.37098,91.81937"
https://www.airbnb.com/rooms/47120306?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221327_P3ddtXval6Hrvk3i&previous_page_section_name=1000&federated_search_id=e214c4d1-fc48-4254-a649-fdfe4bf6d260,https://www.airbnb.com/rooms/47120306,Rental Unit In Satkhira ,Khulna Division,Satkhira,22.71605,89.0721,"https://www.google.com/maps?q=22.71605,89.0721"
https://www.airbnb.com/rooms/36610046?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221327_P3aPwiumO6taZszF&previous_page_section_name=1000&federated_search_id=e214c4d1-fc48-4254-a649-fdfe4bf6d260,https://www.airbnb.com/rooms/36610046,Resort In Satkhira ,Khulna Division,Satkhira,22.72892,89.08044,"https://www.google.com/maps?q=22.72892,89.08044"
https://www.airbnb.com/rooms/888695888143426381?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718221327_P3hN3NF1BJ-8K9Bs&previous_page_section_name=1000&federated_search_id=e214c4d1-fc48-4254-a649-fdfe4bf6d260,https://www.airbnb.com/rooms/888695888143426381,Home In Jessore District ,Khulna Division,Bhatpara Abhaynagar,23.0133,89.3944,"https://www.google.com/maps?q=23.0133,89.3944"
https://www.airbnb.com/rooms/52185865?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1262267203&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221327_P3Io8WErDmcAQdSM&previous_page_section_name=1000&federated_search_id=e214c4d1-fc48-4254-a649-fdfe4bf6d260,https://www.airbnb.com/rooms/52185865,Casa Particular In Tala ,Khulna Division,Tala,22.7484,89.25953,"https://www.google.com/maps?q=22.7484,89.25953"
https://www.airbnb.com/rooms/993242804814437738?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221327_P3vV5pV0yMaPW0sW&previous_page_section_name=1000&federated_search_id=e214c4d1-fc48-4254-a649-fdfe4bf6d260,https://www.airbnb.com/rooms/993242804814437738,Guesthouse In Shyamnagar ,Khulna Division,Shyamnagar,22.340359,89.107829,"https://www.google.com/maps?q=22.340359,89.107829"
https://www.airbnb.com/rooms/788965959216043376?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221327_P30byMe_Ox8om5HK&previous_page_section_name=1000&federated_search_id=e214c4d1-fc48-4254-a649-fdfe4bf6d260,https://www.airbnb.com/rooms/788965959216043376,Hotel In Shyamnagar ,Khulna Division,Shyamnagar,22.34279,89.10494,"https://www.google.com/maps?q=22.34279,89.10494"
https://www.airbnb.com/rooms/789008603997185838?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221327_P3JTdWrtso3AsiMd&previous_page_section_name=1000&federated_search_id=e214c4d1-fc48-4254-a649-fdfe4bf6d260,https://www.airbnb.com/rooms/789008603997185838,Hotel In Shyamnagar ,Khulna Division,Shyamnagar,22.34246,89.10437,"https://www.google.com/maps?q=22.34246,89.10437"
https://www.airbnb.com/rooms/884053821257331155?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221331_P3pIY8K1mGvAEy56&previous_page_section_name=1000&federated_search_id=19e41b9b-d321-48e3-87a0-99ef035b5d8d,https://www.airbnb.com/rooms/884053821257331155,Hotel In Dhaka ,Dhaka Division,Naria,23.28624,90.35428,"https://www.google.com/maps?q=23.28624,90.35428"
https://www.airbnb.com/rooms/564965506658217451?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221331_P3HZSqA_8Ps4zWvP&previous_page_section_name=1000&federated_search_id=19e41b9b-d321-48e3-87a0-99ef035b5d8d,https://www.airbnb.com/rooms/564965506658217451,Townhouse In Shibchar Upazila ,Dhaka Division,Shibchar,23.33774,90.18809,"https://www.google.com/maps?q=23.33774,90.18809"
https://www.airbnb.com/rooms/727090966269244834?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221331_P3uVfMOS0YCS_fjF&previous_page_section_name=1000&federated_search_id=19e41b9b-d321-48e3-87a0-99ef035b5d8d,https://www.airbnb.com/rooms/727090966269244834,Condo In মাদারীপুর ,Dhaka Division,Madaripur,23.1764,90.2035,"https://www.google.com/maps?q=23.1764,90.2035"
https://www.airbnb.com/rooms/905138373050381636?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221331_P3yM0HNYbZaQjPRC&previous_page_section_name=1000&federated_search_id=19e41b9b-d321-48e3-87a0-99ef035b5d8d,https://www.airbnb.com/rooms/905138373050381636,Home In Madaripur District ,Dhaka Division,Rajair,23.2194,90.0813,"https://www.google.com/maps?q=23.2194,90.0813"
https://www.airbnb.com/rooms/44494768?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1046375459&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221331_P3Ucmq2fudV1hRUO&previous_page_section_name=1000&federated_search_id=19e41b9b-d321-48e3-87a0-99ef035b5d8d,https://www.airbnb.com/rooms/44494768,Farm Stay In Rajiher ,Barisal Division,Agailjhara,22.9951,90.1477,"https://www.google.com/maps?q=22.9951,90.1477"
https://www.airbnb.com/rooms/48908407?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221331_P37TQUhfRrsN3NTC&previous_page_section_name=1000&federated_search_id=19e41b9b-d321-48e3-87a0-99ef035b5d8d,https://www.airbnb.com/rooms/48908407,Home In Sreenagar Upazila ,Dhaka Division,Sreenagar,23.5058,90.2727,"https://www.google.com/maps?q=23.5058,90.2727"
https://www.airbnb.com/rooms/665805711116882315?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221335_P3C_8mO_zOjRRlYw&previous_page_section_name=1000&federated_search_id=a8562437-57b8-42d7-9c97-db7948967023,https://www.airbnb.com/rooms/665805711116882315,Villa In Mymensingh Division ,Mymensingh Division,Nalitabari,25.074125,90.148981,"https://www.google.com/maps?q=25.074125,90.148981"
https://www.airbnb.com/rooms/1136255161819911408?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1885402759&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221341_P3KX3HEePL5UoyME&previous_page_section_name=1000&federated_search_id=7e234165-c400-47d7-9a81-9f4f409f50cd,https://www.airbnb.com/rooms/1136255161819911408,Home In Sirajganj ,Rajshahi Division,Sirajganj,24.447,89.6444,"https://www.google.com/maps?q=24.447,89.6444"
https://www.airbnb.com/rooms/1114540393097191466?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221341_P3_2xR6KFiQDffr8&previous_page_section_name=1000&federated_search_id=7e234165-c400-47d7-9a81-9f4f409f50cd,https://www.airbnb.com/rooms/1114540393097191466,Rental Unit In Sirajganj ,Rajshahi Division,Ullapara,24.3117,89.5691,"https://www.google.com/maps?q=24.3117,89.5691"
https://www.airbnb.com/rooms/928717447209610822?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221346_P3_n9yxV7F0Z90fK&previous_page_section_name=1000&federated_search_id=f082d25a-d628-454c-be43-d29b6a921b9e,https://www.airbnb.com/rooms/928717447209610822,Home In Sirajganj District ,Rajshahi Division,Ullapara,24.3249,89.5424,"https://www.google.com/maps?q=24.3249,89.5424"
https://www.airbnb.com/rooms/928783621020679263?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221346_P3KffAXTqi6J4VO2&previous_page_section_name=1000&federated_search_id=f082d25a-d628-454c-be43-d29b6a921b9e,https://www.airbnb.com/rooms/928783621020679263,Home In Rajshahi Division ,Rajshahi Division,Ullapara,24.31351,89.56972,"https://www.google.com/maps?q=24.31351,89.56972"
https://www.airbnb.com/rooms/1116001719593054739?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-23&check_out=2024-06-28&source_impression_id=p3_1718221351_P30XQ5-zvjRdNCME&previous_page_section_name=1000&federated_search_id=960fc053-1d53-4dcf-b9b3-a7358f2c26bf,https://www.airbnb.com/rooms/1116001719593054739,Home In Gazipur District ,Dhaka Division,Gazipur,24.105667,90.508588,"https://www.google.com/maps?q=24.105667,90.508588"
https://www.airbnb.com/rooms/1102934925295543458?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221351_P3fGn_L9FIGZdpH9&previous_page_section_name=1000&federated_search_id=960fc053-1d53-4dcf-b9b3-a7358f2c26bf,https://www.airbnb.com/rooms/1102934925295543458,Villa In Savar ,Dhaka Division,Savar,23.867597,90.28554,"https://www.google.com/maps?q=23.867597,90.28554"
https://www.airbnb.com/rooms/1116017225421453453?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-23&check_out=2024-06-28&source_impression_id=p3_1718221360_P3dVR84o1XioyUCT&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,https://www.airbnb.com/rooms/1116017225421453453,Cottage In Gazipur District ,Dhaka Division,Gazipur,24.10579,90.50924,"https://www.google.com/maps?q=24.10579,90.50924"
https://www.airbnb.com/rooms/1026090330486972875?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718221365_P3Hfn7ewszZt-Gur&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,https://www.airbnb.com/rooms/1026090330486972875,Tent In Joydebpur ,Dhaka Division,Gazipur,24.1028,90.3971,"https://www.google.com/maps?q=24.1028,90.3971"
https://www.airbnb.com/rooms/1100750462331273795?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1849820907&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221365_P3fPmTr6OR78gm09&previous_page_section_name=1000&federated_search_id=49992ff4-c10b-4011-b09b-9196abc6f9be,https://www.airbnb.com/rooms/1100750462331273795,Earthen Home In Tangail ,Dhaka Division,Tangail,24.2581,89.9207,"https://www.google.com/maps?q=24.2581,89.9207"
https://www.airbnb.com/rooms/1154253252135884551?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221368_P3jJgkpfZ5pJV7hr&previous_page_section_name=1000&federated_search_id=0596723b-10ae-41cf-9070-349f18f18f74,https://www.airbnb.com/rooms/1154253252135884551,Home In Golaidanga ,Dhaka Division,Singair,23.771836,90.097349,"https://www.google.com/maps?q=23.771836,90.097349"
https://www.airbnb.com/rooms/740563806818712976?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221408_P3A3PLYRjuqIr5ou&previous_page_section_name=1000&federated_search_id=8b581713-d199-4e98-888f-1f3b0c384040,https://www.airbnb.com/rooms/740563806818712976,Bed And Breakfast In Alampur ,Rangpur Division,Taraganj,25.80041,88.96477,"https://www.google.com/maps?q=25.80041,88.96477"
https://www.airbnb.com/rooms/42467708?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223338_P3DuIrFFQd08m9I3&previous_page_section_name=1000&federated_search_id=17a83a47-b31c-4a87-9dca-2f1f9b7317a2,https://www.airbnb.com/rooms/42467708,Villa In Savar Union ,Dhaka Division,Savar,23.86763,90.28587,"https://www.google.com/maps?q=23.86763,90.28587"
https://www.airbnb.com/rooms/1152927517484205375?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718223340_P389V9yfBTH8Dr0f&previous_page_section_name=1000&federated_search_id=0de71c39-5a30-477e-b2d1-a5c70f0c2352,https://www.airbnb.com/rooms/1152927517484205375,Rental Unit In Dhamrai ,Dhaka Division,Dhamrai,23.911287,90.216597,"https://www.google.com/maps?q=23.911287,90.216597"
https://www.airbnb.com/rooms/7718891?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=86137279&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718223364_P3HJbOChaN2eI9b0&previous_page_section_name=1000&federated_search_id=01bf6575-97c3-486e-a600-d1b4ca280a87,https://www.airbnb.com/rooms/7718891,Home In Dhaka ,Dhaka Division,Savar,23.86612,90.28543,"https://www.google.com/maps?q=23.86612,90.28543"
https://www.airbnb.com/rooms/1068734734551766439?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718220961_P3stQWFZQVwbUe1m&previous_page_section_name=1000&federated_search_id=c975c44f-bbb4-4405-a5fa-fb43bef9126a,https://www.airbnb.com/rooms/1068734734551766439,Hotel In Old Port Residential Area ,Khulna Division,Dacope,22.4493,89.5481,"https://www.google.com/maps?q=22.4493,89.5481"
https://www.airbnb.com/rooms/28102159?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718220961_P3-K44gAQIkCSXh-&previous_page_section_name=1000&federated_search_id=c975c44f-bbb4-4405-a5fa-fb43bef9126a,https://www.airbnb.com/rooms/28102159,Nature Lodge In Mongla ,Khulna Division,Dacope,22.45744,89.54549,"https://www.google.com/maps?q=22.45744,89.54549"
https://www.airbnb.com/rooms/38626140?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=875802836&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718220967_P3jmvdHBYLaXqFUF&previous_page_section_name=1000&federated_search_id=59bbb15d-c0e7-4d5f-8f5e-23823385ad7b,https://www.airbnb.com/rooms/38626140,Cabin In Bandarban District ,Chittagong,Satkania,22.12616,92.14975,"https://www.google.com/maps?q=22.12616,92.14975"
https://www.airbnb.com/rooms/817379735692961012?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1579166396&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718220967_P3rZgvZ5EjWjYPAK&previous_page_section_name=1000&federated_search_id=59bbb15d-c0e7-4d5f-8f5e-23823385ad7b,https://www.airbnb.com/rooms/817379735692961012,Bed And Breakfast In West Gatia ,Chittagong,Satkania,22.104,92.0305,"https://www.google.com/maps?q=22.104,92.0305"
https://www.airbnb.com/rooms/1094363798500464678?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718220967_P3wSUkP28Qi2E8Tt&previous_page_section_name=1000&federated_search_id=59bbb15d-c0e7-4d5f-8f5e-23823385ad7b,https://www.airbnb.com/rooms/1094363798500464678,Home In Chittagong District ,Chittagong,Satkania,22.115424,92.012332,"https://www.google.com/maps?q=22.115424,92.012332"
https://www.airbnb.com/rooms/54232278?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718220989_P3l0x8ZEe_Cyts3o&previous_page_section_name=1000&federated_search_id=70dc1ce0-602f-4ecc-948f-3292f22b2c5a,https://www.airbnb.com/rooms/54232278,Cottage In Chittagong Division ,Chittagong,Lakshmipur,22.91334,90.80734,"https://www.google.com/maps?q=22.91334,90.80734"
https://www.airbnb.com/rooms/1143144280141992034?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1892884849&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718220989_P3DQ8SywVhov1g4m&previous_page_section_name=1000&federated_search_id=70dc1ce0-602f-4ecc-948f-3292f22b2c5a,https://www.airbnb.com/rooms/1143144280141992034,Rental Unit In Lakshmipur District ,Chittagong,Lakshmipur,22.975,90.94,"https://www.google.com/maps?q=22.975,90.94"
https://www.airbnb.com/rooms/902611114132957476?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718220999_P3yO1rGjyaBd3SeR&previous_page_section_name=1000&federated_search_id=2acaf096-6a2a-4de4-82a2-912fa4677929,https://www.airbnb.com/rooms/902611114132957476,Home In Ashuganj ,Chittagong,Ashuganj,24.02638,90.99625,"https://www.google.com/maps?q=24.02638,90.99625"
https://www.airbnb.com/rooms/741275292377686815?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221012_P34Bz_lX1nC0inCV&previous_page_section_name=1000&federated_search_id=a5fc4b6f-9e09-4174-be86-9e7b153c49bb,https://www.airbnb.com/rooms/741275292377686815,Rental Unit In Chittagong ,Chittagong,Chattogram,22.36298,91.82796,"https://www.google.com/maps?q=22.36298,91.82796"
https://www.airbnb.com/rooms/46789946?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-21&source_impression_id=p3_1718221012_P3Ru5ryn0XNSs5_c&previous_page_section_name=1000&federated_search_id=a5fc4b6f-9e09-4174-be86-9e7b153c49bb,https://www.airbnb.com/rooms/46789946,Rental Unit In Chittagong ,Chittagong,Chattogram,22.3669,91.8291,"https://www.google.com/maps?q=22.3669,91.8291"
https://www.airbnb.com/rooms/33146710?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-23&source_impression_id=p3_1718221012_P3F7Jp8rB150AQkI&previous_page_section_name=1000&federated_search_id=a5fc4b6f-9e09-4174-be86-9e7b153c49bb,https://www.airbnb.com/rooms/33146710,Rental Unit In Chittagong ,Chittagong,Chattogram,22.37806,91.85498,"https://www.google.com/maps?q=22.37806,91.85498"
https://www.airbnb.com/rooms/36290021?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221012_P382M230N1Xat2Hg&previous_page_section_name=1000&federated_search_id=a5fc4b6f-9e09-4174-be86-9e7b153c49bb,https://www.airbnb.com/rooms/36290021,Rental Unit In Chittagong ,Chittagong,Chattogram,22.34829,91.81825,"https://www.google.com/maps?q=22.34829,91.81825"
https://www.airbnb.com/rooms/1105485002022229674?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221012_P34Z9jUu3XpSzr2Z&previous_page_section_name=1000&federated_search_id=a5fc4b6f-9e09-4174-be86-9e7b153c49bb,https://www.airbnb.com/rooms/1105485002022229674,Rental Unit In Chittagong ,Chittagong,Chattogram,22.3622,91.8176,"https://www.google.com/maps?q=22.3622,91.8176"
https://www.airbnb.com/rooms/1154265210731904205?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1904546263&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221015_P3Cc12bskDVNgiMZ&previous_page_section_name=1000&federated_search_id=3eb5d98d-93e6-4427-a6ee-bc6a69f275a9,https://www.airbnb.com/rooms/1154265210731904205,Rental Unit In Anowara ,Chittagong,Anowara,22.2279,91.8438,"https://www.google.com/maps?q=22.2279,91.8438"
https://www.airbnb.com/rooms/1116955351985051601?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718221015_P3umPwfSAwO3vAjC&previous_page_section_name=1000&federated_search_id=3eb5d98d-93e6-4427-a6ee-bc6a69f275a9,https://www.airbnb.com/rooms/1116955351985051601,Rental Unit In Chittagong ,Chittagong,Chattogram,22.376781,91.849646,"https://www.google.com/maps?q=22.376781,91.849646"
