,review_link,reviewer_name,reviewer_profile_link,info,rating_comment,rating_extra
0,https://www.airbnb.com/rooms/810428613687542821/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1571582363&search_mode=regular_search&check_in=2024-06-21&check_out=2024-06-26&source_impression_id=p3_1718221238_P3odA7tgw-fDeqfx&previous_page_section_name=1000&federated_search_id=09b1ba27-ab94-42b9-aeac-4e2f15c7ad5f,Mahamudul,https://www.airbnb.com/users/show/410708619,"Rating, 5 stars,  · May 2024,  · Stayed one night",good one,3 years on Airbnb
1,https://www.airbnb.com/rooms/810428613687542821/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1571582363&search_mode=regular_search&check_in=2024-06-21&check_out=2024-06-26&source_impression_id=p3_1718221238_P3odA7tgw-fDeqfx&previous_page_section_name=1000&federated_search_id=09b1ba27-ab94-42b9-aeac-4e2f15c7ad5f,Sanjid Akter,https://www.airbnb.com/users/show/572947051,"Rating, 5 stars,  · April 2024,  · Stayed a few nights","I have been staying for two days, but I have never felt that I am out of the house. I felt like I was with a family. The younger brother is really good. Caring like a sister.",1 month on Airbnb
2,https://www.airbnb.com/rooms/810428613687542821/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1571582363&search_mode=regular_search&check_in=2024-06-21&check_out=2024-06-26&source_impression_id=p3_1718221238_P3odA7tgw-fDeqfx&previous_page_section_name=1000&federated_search_id=09b1ba27-ab94-42b9-aeac-4e2f15c7ad5f,Alvy,https://www.airbnb.com/users/show/543798542,"Rating, 5 stars,  · November 2023,  · Stayed one night",Nafisa was an understanding and responsive host. She helped us a lot to. Her instructions were so clear that it was so easy to find the place. She also arranged the room so nicely. She arranged a very beautiful birthday surprise set up. During our stay we had no issue. She was so caring that she managed everything even she provided us plate and cutleries so that we can eat outside food in the table. I will definitely recommend her. And looking forward to visit at her place again,7 months on Airbnb
3,https://www.airbnb.com/rooms/810428613687542821/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1571582363&search_mode=regular_search&check_in=2024-06-21&check_out=2024-06-26&source_impression_id=p3_1718221238_P3odA7tgw-fDeqfx&previous_page_section_name=1000&federated_search_id=09b1ba27-ab94-42b9-aeac-4e2f15c7ad5f,Akm Shohidul,https://www.airbnb.com/users/show/66506141,"Rating, 5 stars,  · October 2023,  · Stayed about a week","NAFISA & HER HUSBAND BEEN A VERY HONEST & HELPFUL HOST. MY SON 21 YRS OLD VISITED IN DHAKA ON HIS OWN , AS A PARENTS I WAS SO WORRIED BUT HONESTLY NAFISA MADE MY SONS STAYING IN HER PLACE SO COMFORTABLE THAT MY SON TOLD ME TO EXTEND FOR ANOTHER WEEK. I CAN WRITE WHOLE BOOK ABOUT NAFISA HOW SHE INTERECT WITH US AND MADE US SO STRESS FREE ITS UNBELIEVABLE. SHE IS A SUPER SUPER HOST & WE 110% WILL STAY BOOK HER PLACE AGAIN & AGAIN. AMAZING !",8 years on Airbnb
4,https://www.airbnb.com/rooms/810428613687542821/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1571582363&search_mode=regular_search&check_in=2024-06-21&check_out=2024-06-26&source_impression_id=p3_1718221238_P3odA7tgw-fDeqfx&previous_page_section_name=1000&federated_search_id=09b1ba27-ab94-42b9-aeac-4e2f15c7ad5f,Srijita,https://www.airbnb.com/users/show/479349646,"Rating, 5 stars,  · September 2023","A comfortable stay with great hosts, kitchen, balcony. You can ask for anything without hesitation. Specially secured for female travellers.",2 years on Airbnb
5,https://www.airbnb.com/rooms/810428613687542821/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1571582363&search_mode=regular_search&check_in=2024-06-21&check_out=2024-06-26&source_impression_id=p3_1718221238_P3odA7tgw-fDeqfx&previous_page_section_name=1000&federated_search_id=09b1ba27-ab94-42b9-aeac-4e2f15c7ad5f,Murad,https://www.airbnb.com/users/show/394646753,"Rating, 5 stars,  · August 2023","Nafisa’s place was really comfortable to stay for two nights. The place is away from the busy street and quite for good sleep :). Nafisa took extra care for me specially food and drinks. She and her husband also provided complementary dinner to make me valued.
All the instructions she provided about the surroundings makes it easy for travelling. Most importantly the kind heart they shows makes me really happy. Absolutely I recommend her place to stay !!",3 years on Airbnb
6,https://www.airbnb.com/rooms/810428613687542821/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1571582363&search_mode=regular_search&check_in=2024-06-21&check_out=2024-06-26&source_impression_id=p3_1718221238_P3odA7tgw-fDeqfx&previous_page_section_name=1000&federated_search_id=09b1ba27-ab94-42b9-aeac-4e2f15c7ad5f,一叶菩提,https://www.airbnb.com/users/show/510446481,"Rating, 5 stars,  · May 2023,  · Stayed a few nights","Great hosts and very satisfied with the room.I also prepared a very delicious dinner for me, and when I left something behind, I was very patient and helped me mail it.Next time I will choose their room.Trust me, in this city, this room is definitely worth your choice!",1 year on Airbnb
7,https://www.airbnb.com/rooms/810428613687542821/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1571582363&search_mode=regular_search&check_in=2024-06-21&check_out=2024-06-26&source_impression_id=p3_1718221238_P3odA7tgw-fDeqfx&previous_page_section_name=1000&federated_search_id=09b1ba27-ab94-42b9-aeac-4e2f15c7ad5f,Shirsha,https://www.airbnb.com/users/show/456248792,"Rating, 5 stars,  · March 2023,  · Stayed one night","Nafisa apu's place is very comfortable and homely. Everything is well organized and Nafisa apu goes above and beyond to make you feel comfortable. Your privacy is ensured and you also get to have a very wholesome experience. Even though some people reviewed the place to be a bit backward, I found it to actually be well located. The main road is just a 5-mins walk from the building. I loved my stay there overall and I can't thank Nafisa apu enough!",2 years on Airbnb
8,https://www.airbnb.com/rooms/810428613687542821/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1571582363&search_mode=regular_search&check_in=2024-06-21&check_out=2024-06-26&source_impression_id=p3_1718221238_P3odA7tgw-fDeqfx&previous_page_section_name=1000&federated_search_id=09b1ba27-ab94-42b9-aeac-4e2f15c7ad5f,Hasib,https://www.airbnb.com/users/show/500832232,"Rating, 5 stars,  · March 2023,  · Stayed one night","I had a fantastic stay at Nafisa's Homestay! From the moment I arrived, Nafisa and her family made me feel incredibly welcome and comfortable. The room was clean, spacious, and had everything I needed, including a comfortable bed and a private bathroom.
Nafisa went above and beyond to make sure I had a great stay - she cooked delicious meals for me, showed me around the local area, and even helped me plan my itinerary for the rest of my trip. Her warmth and hospitality made me feel like I was part of the family.
The location of the homestay is little backward but still it's in a quiet residential area Plus, Nafisa's husband is happy to arrange transportation or provide recommendations for things to do in the area.
Overall, I highly recommend Nafisa's Homestay to anyone looking for a comfortable, welcoming, and authentic experience in Dhaka. Thank you, Nafisa and family, for an unforgettable stay!",1 year on Airbnb
9,https://www.airbnb.com/rooms/810428613687542821/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1571582363&search_mode=regular_search&check_in=2024-06-21&check_out=2024-06-26&source_impression_id=p3_1718221238_P3odA7tgw-fDeqfx&previous_page_section_name=1000&federated_search_id=09b1ba27-ab94-42b9-aeac-4e2f15c7ad5f,Musfiq,https://www.airbnb.com/users/show/232251091,"Rating, 2 stars,  · March 2023,  · Stayed one night","location is little bit backward,","Dhaka, Bangladesh"
