,review_link,reviewer_name,reviewer_profile_link,info,rating_comment,rating_extra
0,https://www.airbnb.com/rooms/9837162/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221377_P3O6OM-F8olpwQzX&previous_page_section_name=1000&federated_search_id=729f36b1-7925-40bc-8c66-a9e879b061c9,W A Shyamain,https://www.airbnb.com/users/show/75577146,"Rating, 5 stars,  · December 2023,  · Stayed over a week","This was the second time I stayed at Shahid's place. I have now stayed at this place for closer to 6 months, and this time I stayed for 2.5 months. Shahid's place already feels like home to me. Shahid is very responsive and flexible and attended to all my requests. Shahid also found me this amazing driver for my use during my stay. The place is as secure and safe as it can get in Bangladesh. It is located in a gated community, and has a nice park, a walkway built around a small lake, an ATM, 2 supermarkets, pharmacies and a coffee shop within 2 minutes of walking distance. It is also very close to Gulshan, and all the nice cafes and restaurants. Shahid's place is self-contained and I enjoyed my stay at Shahid's place very much and will stay there again when I visit Bangladesh next year.",Sri Lanka
1,https://www.airbnb.com/rooms/9837162/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221377_P3O6OM-F8olpwQzX&previous_page_section_name=1000&federated_search_id=729f36b1-7925-40bc-8c66-a9e879b061c9,Abdul,https://www.airbnb.com/users/show/323114426,"Rating, 5 stars,  · February 2023,  · Stayed over a week","Small Studio for a couple. Nice, quiet, clean & very safe place. Thanks","New York, New York"
2,https://www.airbnb.com/rooms/9837162/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221377_P3O6OM-F8olpwQzX&previous_page_section_name=1000&federated_search_id=729f36b1-7925-40bc-8c66-a9e879b061c9,Davide,https://www.airbnb.com/users/show/6166074,"Rating, 5 stars,  · August 2022,  · Stayed over a week","That's my fourth time in Shahid's room in Dhaka. He is a great host, always very helpful and communicates swiftly. The room is beautiful and well furnished. If you're looking for a quiet place away from the hectic Dhaka, then this is your place! Thanks again!",11 years on Airbnb
3,https://www.airbnb.com/rooms/9837162/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221377_P3O6OM-F8olpwQzX&previous_page_section_name=1000&federated_search_id=729f36b1-7925-40bc-8c66-a9e879b061c9,Ummehani,https://www.airbnb.com/users/show/284924349,"Rating, 5 stars,  · July 2022,  · Stayed a few nights","Sabih and his family are super friendly host, for any suggestion or help, they helped a lot. The place is very safe and quiet. Must recommended.",5 years on Airbnb
4,https://www.airbnb.com/rooms/9837162/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221377_P3O6OM-F8olpwQzX&previous_page_section_name=1000&federated_search_id=729f36b1-7925-40bc-8c66-a9e879b061c9,Hemen,https://www.airbnb.com/users/show/166602186,"Rating, 4 stars,  · June 2022","Great and secure place to live.
Host gives very fast response.",6 years on Airbnb
5,https://www.airbnb.com/rooms/9837162/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221377_P3O6OM-F8olpwQzX&previous_page_section_name=1000&federated_search_id=729f36b1-7925-40bc-8c66-a9e879b061c9,Parimal,https://www.airbnb.com/users/show/52586417,"Rating, 5 stars,  · June 2022,  · Stayed over a week","Great, safe and centrally located place. It was super easy to check in and everyone in the building was very friendly and helpful. I'll definitely come back and stay with Sabih if I'm back in Dhaka again. :)","New York, New York"
6,https://www.airbnb.com/rooms/9837162/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221377_P3O6OM-F8olpwQzX&previous_page_section_name=1000&federated_search_id=729f36b1-7925-40bc-8c66-a9e879b061c9,Shafkat,https://www.airbnb.com/users/show/59632980,"Rating, 5 stars,  · June 2022,  · Stayed a few nights",Good for short-term,"Philadelphia, Pennsylvania"
7,https://www.airbnb.com/rooms/9837162/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221377_P3O6OM-F8olpwQzX&previous_page_section_name=1000&federated_search_id=729f36b1-7925-40bc-8c66-a9e879b061c9,Kate,https://www.airbnb.com/users/show/26159584,"Rating, 5 stars,  · April 2022,  · Stayed about a week","I had a wonderful time staying in Sabih and Shahid’s place. The room was spacious and comfortable, with all the amenities to cook, do laundry, and work from home, which was exactly what I needed.
The location is in a very safe and peaceful area of Dhaka — after weeks in other much more frenetic areas it was a treat to wake up to birdsong rather than car horns!
Mr Shahid and his wife, and the housekeepers, were so attentive. I was ill during my stay and they went above and beyond to make sure I had everything I needed and was cared for.
I recommend staying here to anyone looking for a cosy oasis in Dhaka, and hope to be back!",9 years on Airbnb
8,https://www.airbnb.com/rooms/9837162/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221377_P3O6OM-F8olpwQzX&previous_page_section_name=1000&federated_search_id=729f36b1-7925-40bc-8c66-a9e879b061c9,Muntahi,https://www.airbnb.com/users/show/319852536,"Rating, 5 stars,  · August 2020,  · Stayed over a week",Recommend this place,"Winnipeg, Canada"
9,https://www.airbnb.com/rooms/9837162/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221377_P3O6OM-F8olpwQzX&previous_page_section_name=1000&federated_search_id=729f36b1-7925-40bc-8c66-a9e879b061c9,Pritam,https://www.airbnb.com/users/show/307085763,"Rating, 5 stars,  · January 2020",Recomended.,5 years on Airbnb
