,review_link,reviewer_name,reviewer_profile_link,info,rating_comment,rating_extra
0,https://www.airbnb.com/rooms/16816928/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-18&check_out=2024-06-23&source_impression_id=p3_1718221321_P3dnfuB0MEzLlOlb&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,Mohammed,https://www.airbnb.com/users/show/556561181,"Rating, 5 stars,  · March 2024,  · Stayed with kids",Everything was exactly as described by the listing. There were some issues with Bedbugs the first day we checked in but the owner took care of it right away. The place was clean and the caretakers were always responsive and friendly. definitely will stay again for my next visit. Thanks!,5 months on Airbnb
1,https://www.airbnb.com/rooms/16816928/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-18&check_out=2024-06-23&source_impression_id=p3_1718221321_P3dnfuB0MEzLlOlb&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,Mohammad Mak,https://www.airbnb.com/users/show/202860730,"Rating, 5 stars,  · December 2023",Mr. Harun's place is quite big and centrally located. Very clean and tidy. He helped me sorting out an issue very quickly. He'sa generous man. We will come back again.,6 years on Airbnb
2,https://www.airbnb.com/rooms/16816928/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-18&check_out=2024-06-23&source_impression_id=p3_1718221321_P3dnfuB0MEzLlOlb&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,Arif,https://www.airbnb.com/users/show/381346317,"Rating, 4 stars,  · October 2023,  · Stayed a few nights","I lived in the area myself for many years. I know the location and know what to expect. Perfect location for getting around the city for what ever purpose. Our stay was pleasant and care taker Jahid was very helpful. Can’t really complain. Only couple feedbacks - there was no coffee table in the living room which is a shame because everything else was alright. And also no AC in the third bedroom. But we managed because it wasn’t too hot. Overall, I’ll recommend anyone to stay here and I’ll book the place again if I’m visiting Chittagong with family.",3 years on Airbnb
3,https://www.airbnb.com/rooms/16816928/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-18&check_out=2024-06-23&source_impression_id=p3_1718221321_P3dnfuB0MEzLlOlb&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,Sayantan,https://www.airbnb.com/users/show/37913379,"Rating, 5 stars,  · October 2023","Mr Harun was always very responsive to our queries. The Caretaker Mr Zahid was very Polite, Honest and always stood beside us whenever required. The place was exactly what was described in the listing.
The terrace was very beautiful and nice to relax at evening.",9 years on Airbnb
4,https://www.airbnb.com/rooms/16816928/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-18&check_out=2024-06-23&source_impression_id=p3_1718221321_P3dnfuB0MEzLlOlb&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,Syed,https://www.airbnb.com/users/show/508910345,"Rating, 5 stars,  · August 2023,  · Stayed a few nights","This was our 4th visit to the same house since 2018. Mr Harun is a great host and very easy to communicate with him. His representative also very carrying and always available for the guests.
Looking forward to go there again as you know we can not go every year from London.
I wish the best",1 year on Airbnb
5,https://www.airbnb.com/rooms/16816928/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-18&check_out=2024-06-23&source_impression_id=p3_1718221321_P3dnfuB0MEzLlOlb&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,Azizul,https://www.airbnb.com/users/show/514267214,"Rating, 5 stars,  · May 2023,  · Stayed with kids","The place was quite comfortable.. It was quite beautiful and cleaned. If you are looking for a place of privacy and privilege, it is the perfect place",1 year on Airbnb
6,https://www.airbnb.com/rooms/16816928/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-18&check_out=2024-06-23&source_impression_id=p3_1718221321_P3dnfuB0MEzLlOlb&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,Emon,https://www.airbnb.com/users/show/33577551,"Rating, 5 stars,  · January 2023,  · Stayed a few nights",I spent a few nights in Harun's apartment with my family. The apartment was spacious with a lots of natural lights. Harun was always responsive. We had a really good stay at Harun's place and we would like to stay again in future.,9 years on Airbnb
7,https://www.airbnb.com/rooms/16816928/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-18&check_out=2024-06-23&source_impression_id=p3_1718221321_P3dnfuB0MEzLlOlb&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,Mrinal,https://www.airbnb.com/users/show/488577260,"Rating, 5 stars,  · December 2022,  · Group trip","It was an wonderful place to stay , great host and very cooperative and supportive team , Tasneem bhai is very soft spoken and very helpful, he replaced the refrigerator which was out of order during the stay. An amazing mesmerising morning view from the balcony. I wish all the success and keep the good job doing. Thank you Harun bhai and the team .",2 years on Airbnb
8,https://www.airbnb.com/rooms/16816928/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-18&check_out=2024-06-23&source_impression_id=p3_1718221321_P3dnfuB0MEzLlOlb&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,Sweetness,https://www.airbnb.com/users/show/239120541,"Rating, 5 stars,  · December 2022,  · Stayed with kids","Harun’s caretakers were very responsive getting us supplies and were very sweet and kind. Building was safe, secured, and clean. We enjoyed our World Cup 2022 matches on the TV. We recommend Harun have coffee and tea available for a nice welcome. Bottled water too. We aren’t that concerned, but a fresh coat of paint and a new ironing board might be good. We gave five stars because we love Bangladesh and support the people.","New York, United States"
9,https://www.airbnb.com/rooms/16816928/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-18&check_out=2024-06-23&source_impression_id=p3_1718221321_P3dnfuB0MEzLlOlb&previous_page_section_name=1000&federated_search_id=e4f0cf00-9078-4caf-9f00-7b5eb137bec8,Saheli,https://www.airbnb.com/users/show/128788258,"Rating, 5 stars,  · November 2022,  · Stayed a few nights","We LOVED our stay here, and were only sad we couldn't enjoy the space longer. This was our first time in Bangladesh, we couldn't have found a better place to stay. The flat is big, airy, with large windows in each bedroom- there is everything you might need, and more. The host and/or the caretakers have paid close attention to everything a guest might need and provided for it- from house. We loved the balcony and terrace , and enjoyed looking out into the school playground behind the apartment where one can see school children playing. Our stay was extremely comfortable, and I cannot recommend this place enough. I have to also make special mention of the caretaker, Zahid, who was so helpful and attentive with us. Harun, the host, also specially spoke to me, to ensure that we were safe and taken care of. We are so touched by the hospitality and the attention that went well beyond our expectation. There are also lots of shops within walking distance, and the neighborhood felt very safe.",India
