,review_link,reviewer_name,reviewer_profile_link,info,rating_comment,rating_extra
0,https://www.airbnb.com/rooms/604156664634864168/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221033_P3bmq7Qxyg2CLwSX&previous_page_section_name=1000&federated_search_id=dec12428-6de6-4458-b0b7-5ab7d274e768,Jordan,https://www.airbnb.com/users/show/146308237,"Rating, 3 stars,  · April 2023,  · Stayed with kids","Britannia has potential; however, the space was not very clean when we arrived and the kitchen was poorly stocked. Saimon has an employee who takes care of the property, but he was not prepared for our arrival and came in to the space late at night while we were trying to sleep. Access to the beach was great; amenities were mostly good, but still needs a bit more attention.","Windsor, Canada"
