,review_link,reviewer_name,reviewer_profile_link,info,rating_comment,rating_extra
0,https://www.airbnb.com/rooms/869225088765618429/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718223745_P39IZdiwBaVn6EyM&previous_page_section_name=1000&federated_search_id=3325458b-78bc-48d3-a095-eb2ff52247ba,Mohsin,https://www.airbnb.com/users/show/529087858,"Rating, 5 stars,  · April 2024,  · Stayed one night",Super,10 months on Airbnb
1,https://www.airbnb.com/rooms/869225088765618429/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718223745_P39IZdiwBaVn6EyM&previous_page_section_name=1000&federated_search_id=3325458b-78bc-48d3-a095-eb2ff52247ba,Rahman,https://www.airbnb.com/users/show/96275430,"Rating, 5 stars,  · September 2023,  · Stayed one night",For me it was The Perfect place in Dhaka . And the quality service that I got from Robin and his team(in Dhaka) was just excellent. The appartement worth every penny that I paid . I really recommending Robin’s place anyone travelling to Dhaka.,8 years on Airbnb
2,https://www.airbnb.com/rooms/869225088765618429/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718223745_P39IZdiwBaVn6EyM&previous_page_section_name=1000&federated_search_id=3325458b-78bc-48d3-a095-eb2ff52247ba,Jiksoo,https://www.airbnb.com/users/show/535434419,"Rating, 5 stars,  · September 2023","Convenient transportation.
Air conditioning works well.",9 months on Airbnb
3,https://www.airbnb.com/rooms/869225088765618429/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718223745_P39IZdiwBaVn6EyM&previous_page_section_name=1000&federated_search_id=3325458b-78bc-48d3-a095-eb2ff52247ba,Rahman,https://www.airbnb.com/users/show/96275430,"Rating, 4 stars,  · September 2023,  · Stayed a few nights","Had a lovely stay, clean n convient(as I was looking for) to go for shopping, supermarket etc . I saw many govt headquarters (offices) n international organisations’s hq too nearby .
Looking forward for my next stay over soon.",8 years on Airbnb
4,https://www.airbnb.com/rooms/869225088765618429/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718223745_P39IZdiwBaVn6EyM&previous_page_section_name=1000&federated_search_id=3325458b-78bc-48d3-a095-eb2ff52247ba,Alauddin,https://www.airbnb.com/users/show/182955932,"Rating, 5 stars,  · August 2023,  · Group trip",The host is very cooperative and proactive.,"Chittagong, Bangladesh"
