listing_link,searched_location,title_bed_bats_review,price_per_night,review_count,review_count_link,host_link,host_response_rate,listing_description,cleanliness_ratings,accuracy_ratings,check-in_ratings,communication_ratings,location_ratings,value_ratings,google_map_location_link,facilities
https://www.airbnb.com/rooms/638706522261823289?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221337_P3N1SgIYdNOxcmiQ&previous_page_section_name=1000&federated_search_id=1c92e084-a694-4a11-9828-04622020f8dc,Sherpur,Boutique hotel in Gaibandha District · 1 bedroom · 1 bed · 1 private bath,,,,https://www.airbnb.com/users/show/448516426,Response rate: 40%,"Enjoy the glamour of this stylish, upscale place in Gaibandha. SKS Inn is the largest multi-cuisine 4-Star Resort in North Bengal, Bangladesh. Upgraded rooms include Lake views, minibars, and access to a Restaurant with complimentary breakfast and all-day refreshments. Suites add living rooms and kitchens. There's a refined international restaurant and a brasserie serving afternoon tea, as well as a Cafe. Amenities include a fitness room, meeting rooms, banquet and parking.",,,,,,,"https://maps.google.com/maps?ll=25.3091,89.5426&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Exercise equipment', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Pool', 'Hot tub', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/638702274145385636?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221337_P3JDBm7uZfIoUbl7&previous_page_section_name=1000&federated_search_id=1c92e084-a694-4a11-9828-04622020f8dc,Sherpur,Boutique hotel in Gaibandha District · 1 bedroom · 1 bed · 1 private bath,,,,https://www.airbnb.com/users/show/448516426,Response rate: 40%,"Enjoy the glamour of this stylish, upscale place in Gaibandha. SKS Inn is the largest multi-cuisine 4-Star Resort in North Bengal, Bangladesh. Upgraded rooms include Lake views, minibars, and access to a Restaurant with complimentary breakfast and all-day refreshments. Suites add living rooms and kitchens. There's a refined international restaurant and a brasserie serving afternoon tea, as well as a Cafe. Amenities include a fitness room, meeting rooms, banquet and parking.",,,,,,,"https://maps.google.com/maps?ll=25.3088,89.5426&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['TV', 'Exercise equipment', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'BBQ grill', 'Free parking on premises', 'Pool', 'Hot tub', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/1136255161819911408?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1885402759&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221341_P3KX3HEePL5UoyME&previous_page_section_name=1000&federated_search_id=7e234165-c400-47d7-9a81-9f4f409f50cd,Sirajganj,Home in Sirajganj · ★New · 4 bedrooms · 6 baths,$20 ,,,https://www.airbnb.com/users/show/572634925,,"This is a Duplex House, you'll get all urban facilities in it. You can enjoy calm and beauty of nature with your friends and family. Here you'll get kitchen and required accessories so that you can cook yourself.

Relax with the whole family at this peaceful place to stay.",,,,,,,"https://maps.google.com/maps?ll=24.447,89.6444&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Shampoo', 'Hot water', 'Lock on bedroom door', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Freezer', 'Free parking on premises', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']"
https://www.airbnb.com/rooms/1114540393097191466?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221341_P3_2xR6KFiQDffr8&previous_page_section_name=1000&federated_search_id=7e234165-c400-47d7-9a81-9f4f409f50cd,Sirajganj,Rental unit in Sirajganj · 2 bedrooms · 2 beds · 2 baths,,,,https://www.airbnb.com/users/show/497419215,Response rate: 100%,"Relax with the whole family at this peaceful place to stay.Welcome to our cozy 1st-floor apartment near Ullapara Rail Station! With 2 beds, 2 baths (including an attached one), dining & drawing areas, and a fully-equipped kitchen, it's perfect for a relaxing stay. Bed linen provided. Explore nearby attractions like Chalan Beel, Hazrat Shah Kamal Shrine, Taat Shilpo Village & enjoy local various foods and delicacies. Experience comfort and convenience in the heart of Ullapara, Sirajganj.",,,,,,,"https://maps.google.com/maps?ll=24.3117,89.5691&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['First aid kit', 'Wifi', 'Kitchen', 'Free parking on premises', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating', 'Unavailable: Hot water\nHot water']"
https://www.airbnb.com/rooms/1017443914573451553?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718221341_P30zBmoh7BnwMaJH&previous_page_section_name=1000&federated_search_id=7e234165-c400-47d7-9a81-9f4f409f50cd,Sirajganj,Rental unit in Dhaka · ★4.87 · 1 bedroom · 2 beds · 1 bath,$33 ,,,https://www.airbnb.com/users/show/320971153,Response rate: 100%,,4.9,5.0,4.9,4.9,4.8,4.7,"https://maps.google.com/maps?ll=23.8684,90.3912&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Hair dryer', 'Cleaning products', 'Shampoo', 'From Australia conditioner', 'From Australia body soap', 'Hot water', 'Shower gel', 'Washer', 'Free dryer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Safe', 'Mosquito net', 'Clothing storage: closet and wardrobe', 'Ethernet connection', 'TV', 'Sound system', 'Books and reading material', 'Theme room', 'Window guards', 'AC - split type ductless system', 'Ceiling fan', 'Portable fans', 'Heating', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Gas stove', 'Oven', 'Hot water kettle', 'Coffee maker', 'Toaster', 'Trash compactor', 'Dining table', 'Coffee', 'Bread maker', 'Laundromat nearby', 'Resort access', 'Free parking on premises', 'Free street parking', 'Elevator', 'Paid parking off premises', 'Paid parking on premises', 'Pets allowed', 'Luggage dropoff allowed', 'Long term stays allowed', 'Self check-in', 'Lockbox', 'Cleaning available during stay', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
