listing_link,searched_location,title_bed_bats_review,price_per_night,review_count,review_count_link,host_link,host_response_rate,listing_description,cleanliness_ratings,accuracy_ratings,check-in_ratings,communication_ratings,location_ratings,value_ratings,google_map_location_link,facilities
https://www.airbnb.com/rooms/601930032472727318?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1401137451&search_mode=regular_search&check_in=2024-07-02&check_out=2024-07-07&source_impression_id=p3_1718221261_P397NEnHyQ0zo2y7&previous_page_section_name=1000&federated_search_id=2b557267-de46-4cb2-a299-dfdf8a5089d9,Panchagarh,Home in Siliguri · ★4.82 · 1 bedroom · 1 bed · 1 private bath,$20 ,109 reviews,https://www.airbnb.com/rooms/601930032472727318/reviews?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1401137451&search_mode=regular_search&check_in=2024-07-02&check_out=2024-07-07&source_impression_id=p3_1718221261_P397NEnHyQ0zo2y7&previous_page_section_name=1000&federated_search_id=2b557267-de46-4cb2-a299-dfdf8a5089d9,https://www.airbnb.com/users/show/401584264,,,4.9,4.8,4.8,4.9,4.3,4.7,"https://maps.google.com/maps?ll=26.7171,88.451&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Mountain view', 'Bathtub', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'Drying rack for clothing', 'Clothing storage: wardrobe', 'TV', 'Exercise equipment', 'Books and reading material', 'Air conditioning', 'Ceiling fan', 'Lock on bedroom door', 'Wifi', 'Dedicated workspace', 'Dishes and silverware', 'Hot water kettle', 'Coffee', 'Private patio or balcony', 'Backyard', 'Outdoor furniture', 'Outdoor dining area', 'Free parking on premises', 'Free street parking', 'Private living room', 'Pets allowed', 'Breakfast', 'Smoking allowed', 'Long term stays allowed', 'Unavailable: Exterior security cameras on property\nExterior security cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']"
https://www.airbnb.com/rooms/48409870?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221261_P3Eh_tcyHZyPy0oO&previous_page_section_name=1000&federated_search_id=2b557267-de46-4cb2-a299-dfdf8a5089d9,Panchagarh,Villa in Siliguri · ★4.87 · 2 bedrooms · 5 beds · 2.5 baths,$31 ,100 reviews,https://www.airbnb.com/rooms/48409870/reviews?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221261_P3Eh_tcyHZyPy0oO&previous_page_section_name=1000&federated_search_id=2b557267-de46-4cb2-a299-dfdf8a5089d9,https://www.airbnb.com/users/show/226978609,Response rate: 100%,,4.8,4.8,4.8,4.9,4.5,4.8,"https://maps.google.com/maps?ll=26.71645,88.36385&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Free dryer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Mosquito net', 'Clothing storage', 'Ethernet connection', '42 inch HDTV with Amazon Prime Video, Fire TV, Netflix', 'Window guards', 'Outlet covers', 'Outdoor playground', 'AC - split type ductless system', 'Ceiling fan', 'Portable fans', 'Heating', 'Exterior security cameras on property', 'Fast wifi – 64 Mbps', 'Dedicated workspace', 'Kitchen', 'Samsung side by side 600 Lts with ice dispenser refrigerator', 'Microwave', 'Freezer', 'Bosch Hob gas stove', 'Oven', 'Hot water kettle', 'Wine glasses', 'Toaster', 'Blender', 'Rice maker', 'Dining table', 'Coffee', 'Private entrance', 'Private patio or balcony', 'Private backyard – Fully fenced', 'Outdoor furniture', 'Free parking on premises', 'Free street parking', 'EV charger', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning available during stay', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
https://www.airbnb.com/rooms/51938373?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718221261_P3MsCXnvASjovKTs&previous_page_section_name=1000&federated_search_id=2b557267-de46-4cb2-a299-dfdf8a5089d9,Panchagarh,Rental unit in Jalpaiguri · 1 bedroom · 2 beds · 1.5 baths,$14 ,,,https://www.airbnb.com/users/show/420538780,Response rate: 100%,,,,,,,,"https://maps.google.com/maps?ll=26.5337,88.6572&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Bathtub', 'Shampoo', 'Hot water', 'Shower gel', 'Essentials', 'Bed linens', 'Extra pillows and blankets', 'TV', 'Outdoor playground', 'Air conditioning', 'Ceiling fan', 'Exterior security cameras on property', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Cooking basics', 'Dishes and silverware', 'Mini fridge', 'Freezer', 'Electric stove', 'Hot water kettle', 'Toaster', 'Blender', 'Shared backyard', 'EV charger', 'Shared gym in building', 'Paid street parking off premises', 'Paid parking on premises', 'Pets allowed', 'Smoking allowed', 'Unavailable: Wifi\nWifi', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']"
https://www.airbnb.com/rooms/975257324872730033?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221261_P32XLdx-soY1a8vx&previous_page_section_name=1000&federated_search_id=2b557267-de46-4cb2-a299-dfdf8a5089d9,Panchagarh,Condo in Siliguri · ★4.92 · 1 bedroom · 1 bed · 2.5 baths,,,,https://www.airbnb.com/users/show/104349248,Response rate: 100%,,5.0,5.0,5.0,5.0,5.0,5.0,"https://maps.google.com/maps?ll=26.73,88.3977&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['City skyline view', 'Bathtub', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage: closet', 'Ethernet connection', 'TV', 'Crib', 'Pack ’n play/Travel crib', 'Board games', 'AC - split type ductless system', 'Ceiling fan', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Gas stove', 'Oven', 'Hot water kettle', 'Wine glasses', 'Rice maker', 'Dining table', 'Private patio or balcony', 'Outdoor furniture', 'Outdoor dining area', 'Free parking on premises', 'Elevator', 'Smoking allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay', 'Unavailable: Dryer\nDryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']"
https://www.airbnb.com/rooms/1125165394794388464?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1873473324&search_mode=regular_search&check_in=2024-06-24&check_out=2024-06-29&source_impression_id=p3_1718221261_P3IvRzwWVippjwhw&previous_page_section_name=1000&federated_search_id=2b557267-de46-4cb2-a299-dfdf8a5089d9,Panchagarh,Home in Siliguri · ★5.0 · 8 bedrooms · 12 beds · 8 baths,$11 ,,,https://www.airbnb.com/users/show/569984918,,,5.0,5.0,5.0,5.0,5.0,5.0,"https://maps.google.com/maps?ll=26.7324,88.3902&z=14&t=m&hl=en&gl=BD&mapclient=apiv3","['Hot water', 'Hangers', 'Bed linens', 'Clothing storage: closet', 'High chair', 'Air conditioning', 'Ceiling fan', 'Lock on bedroom door', 'Exterior security cameras on property', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Refrigerator', 'Microwave', 'Oven', 'Hot water kettle', 'Dining table', 'Patio or balcony', 'Outdoor furniture', 'Long term stays allowed', 'Cleaning available during stay', 'Unavailable: TV\nTV', 'Unavailable: Washer\nWasher', 'Unavailable: Dryer\nDryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Heating\nHeating']"
