listing_link,latitude,longitude
https://www.airbnb.com/rooms/28102159?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718220961_P3-K44gAQIkCSXh-&previous_page_section_name=1000&federated_search_id=c975c44f-bbb4-4405-a5fa-fb43bef9126a,22.45744,89.54549
https://www.airbnb.com/rooms/915827420714442060?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-20&source_impression_id=p3_1718220967_P3sDsZqa16-PYPcS&previous_page_section_name=1000&federated_search_id=59bbb15d-c0e7-4d5f-8f5e-23823385ad7b,22.1935,92.2143
https://www.airbnb.com/rooms/38626140?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=875802836&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718220967_P3jmvdHBYLaXqFUF&previous_page_section_name=1000&federated_search_id=59bbb15d-c0e7-4d5f-8f5e-23823385ad7b,22.12616,92.14975
https://www.airbnb.com/rooms/817379735692961012?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1579166396&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718220967_P3rZgvZ5EjWjYPAK&previous_page_section_name=1000&federated_search_id=59bbb15d-c0e7-4d5f-8f5e-23823385ad7b,22.104,92.0305
https://www.airbnb.com/rooms/1094363798500464678?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718220967_P3wSUkP28Qi2E8Tt&previous_page_section_name=1000&federated_search_id=59bbb15d-c0e7-4d5f-8f5e-23823385ad7b,22.115424,92.012332
https://www.airbnb.com/rooms/54232278?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718220989_P3l0x8ZEe_Cyts3o&previous_page_section_name=1000&federated_search_id=70dc1ce0-602f-4ecc-948f-3292f22b2c5a,22.91334,90.80734
https://www.airbnb.com/rooms/1143144280141992034?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1892884849&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718220989_P3DQ8SywVhov1g4m&previous_page_section_name=1000&federated_search_id=70dc1ce0-602f-4ecc-948f-3292f22b2c5a,22.975,90.94
https://www.airbnb.com/rooms/902611114132957476?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718220999_P3yO1rGjyaBd3SeR&previous_page_section_name=1000&federated_search_id=2acaf096-6a2a-4de4-82a2-912fa4677929,24.02638,90.99625
https://www.airbnb.com/rooms/20676118?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=459964934&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221007_P33lWyi1EjFm2jAy&previous_page_section_name=1000&federated_search_id=8abd1c37-73b2-4023-ad67-b23a47966da2,24.9926,88.1017
https://www.airbnb.com/rooms/576483172215686572?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1359019147&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221007_P3_70zbAjY6bG04e&previous_page_section_name=1000&federated_search_id=8abd1c37-73b2-4023-ad67-b23a47966da2,25.00051,88.14604
https://www.airbnb.com/rooms/1094574841855057890?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221007_P3p6tFOP4ElAZRWQ&previous_page_section_name=1000&federated_search_id=8abd1c37-73b2-4023-ad67-b23a47966da2,25.0142,88.1062
https://www.airbnb.com/rooms/1153377551586925613?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221007_P3P4IsS-Ih1qC1cT&previous_page_section_name=1000&federated_search_id=8abd1c37-73b2-4023-ad67-b23a47966da2,24.117406,87.798526
https://www.airbnb.com/rooms/1057199251968540879?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221007_P3XdmIlRXHlnf7jb&previous_page_section_name=1000&federated_search_id=8abd1c37-73b2-4023-ad67-b23a47966da2,24.1162,87.7964
https://www.airbnb.com/rooms/1153371897395352305?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221007_P3gsdAbslTu77skM&previous_page_section_name=1000&federated_search_id=8abd1c37-73b2-4023-ad67-b23a47966da2,24.118469,87.797107
