listing_link,latitude,longitude
https://www.airbnb.com/rooms/750684088218567435?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P39KpB1D30bTVzLt&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,24.9007,91.8839
https://www.airbnb.com/rooms/695287941856374829?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-22&source_impression_id=p3_1718486065_P3Uzbo0LoR8l1sVv&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,24.88944,91.86825
https://www.airbnb.com/rooms/550429177835566377?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1330294544&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3eI7Jd2-qq0LbHP&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,24.96596,91.87834
https://www.airbnb.com/rooms/1065014935392888340?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718486065_P3elWXPvrVP0dIeD&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,24.907361,91.93068
https://www.airbnb.com/rooms/960610587024751487?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3JCTLz-cdl2lwIG&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,24.91628,91.88174
https://www.airbnb.com/rooms/750031948780477980?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3opspuT6rZXhKri&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,24.88605,91.83167
https://www.airbnb.com/rooms/1057176385305757423?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1812445301&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3J65a8BU78hmtA6&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,24.9073,91.8725
https://www.airbnb.com/rooms/617267969546375129?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1391188670&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3dGLbSMCkd2qC_d&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,24.96679,91.8912
https://www.airbnb.com/rooms/617308195562872775?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P35KNGaBhsY0Y3NM&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,24.96822,91.89134
https://www.airbnb.com/rooms/920925659753348699?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718486065_P3eLFbihHO5OtahY&previous_page_section_name=1000&federated_search_id=b94818ae-6166-46f7-aafe-023ff7dcbbb7,24.9077,91.8682
