listing_link,latitude,longitude
https://www.airbnb.com/rooms/804912151310416961?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-07-02&check_out=2024-07-07&source_impression_id=p3_1718221358_P3cY7qC_r4QO3AID&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.7401,90.3762
https://www.airbnb.com/rooms/1163704180155499575?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221358_P3-nv4wR8CKCcqQJ&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.7619,90.4293
https://www.airbnb.com/rooms/1160979608261121541?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221358_P3Z-oo9CYHi0zgaz&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.820926,90.427648
https://www.airbnb.com/rooms/18481345?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221358_P3SCg6F7_lnIPdox&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.7896,90.4075
https://www.airbnb.com/rooms/1015738149945282336?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221358_P36UMd72VbgTV9DZ&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.7731,90.4206
https://www.airbnb.com/rooms/743705672138795968?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-20&source_impression_id=p3_1718221358_P3CFUC24HPsk4UKf&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.762105,90.357063
https://www.airbnb.com/rooms/1132062535152324323?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221358_P3dfw78Xdlpklnhr&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.868696,90.394992
https://www.airbnb.com/rooms/1094776181066095077?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221358_P37tjkA4pO83VsmS&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.815166,90.434075
https://www.airbnb.com/rooms/1044074734908483445?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1798910526&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718221358_P3i7ceSeGry_XZkH&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.7643,90.4295
https://www.airbnb.com/rooms/658745981048524974?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221358_P36qlE-Zd4KxeR40&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.7512,90.38419
https://www.airbnb.com/rooms/887366311079549352?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221358_P3gnKIYVM2fv-BHt&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.77354,90.40518
https://www.airbnb.com/rooms/838337185559648573?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-20&source_impression_id=p3_1718221358_P3G-uIwLhNtDnwD5&previous_page_section_name=1000&federated_search_id=c99ad9ab-9881-4efa-8752-b3e22ea2c0fa,23.75925,90.33847
https://www.airbnb.com/rooms/1059854930039759540?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221360_P3WlS2cwR2i6a9DA&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,23.819771,90.442618
https://www.airbnb.com/rooms/960223211298976336?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1915444449&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221360_P3xsvGmUN23VTXnm&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,23.8578,90.3517
https://www.airbnb.com/rooms/825803350237802562?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718221360_P3pdouc9W0Mw9Ub7&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,23.7924,90.3982
https://www.airbnb.com/rooms/1146140506166470374?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1895651838&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221360_P3FnbXKVrIdux3Qy&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,23.8104,90.437
https://www.airbnb.com/rooms/1170004013534243469?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221360_P3YEZLB4h5p-i_Uj&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,23.797332,90.412509
https://www.airbnb.com/rooms/1056414231772489886?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221360_P3m1l7Se2bdva8yt&previous_page_section_name=1000&federated_search_id=597edf45-9be3-4c36-bf37-77c68254d802,23.8224,90.4571
