listing_link,latitude,longitude
https://www.airbnb.com/rooms/866432115461142252?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221266_P3QLK8aZ5QbrBvZw&previous_page_section_name=1000&federated_search_id=57feca06-6dbd-44cd-8626-62a4973fb0c6,26.74521,88.38928
https://www.airbnb.com/rooms/46672719?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221266_P3PBMP_FpVu4gVto&previous_page_section_name=1000&federated_search_id=57feca06-6dbd-44cd-8626-62a4973fb0c6,26.7445,88.3969
https://www.airbnb.com/rooms/995530344697859186?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718221268_P3FGSOxq6vyH_Awl&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.737968,88.394987
https://www.airbnb.com/rooms/1023571701919417804?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1779212417&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221269_P3wKemw_TajFHuiP&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.6932,88.4339
https://www.airbnb.com/rooms/1023006820171526799?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1778752390&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221269_P3MNOhhV8r3AudPo&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.6933,88.4339
https://www.airbnb.com/rooms/1156294167618574842?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221269_P3VY2gE62GO9UhUO&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.736861,88.426393
https://www.airbnb.com/rooms/1002630050156102818?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-17&check_out=2024-06-22&source_impression_id=p3_1718221269_P3hd7U7_jmQNI8-s&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.6932,88.4339
https://www.airbnb.com/rooms/1152058851233715547?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221269_P3RLPjXQmYoXxpy2&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.6484,88.0065
https://www.airbnb.com/rooms/715668462965425433?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221269_P3vd5_OMqY-T-XlZ&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.71398,88.76344
https://www.airbnb.com/rooms/1111526951800721275?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-15&check_out=2024-06-20&source_impression_id=p3_1718221269_P37EZEF0b5kvsExO&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.7412,88.4428
https://www.airbnb.com/rooms/841910235764203326?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221269_P3DkocMfuvdQM392&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.70938,88.76831
https://www.airbnb.com/rooms/25062193?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-16&check_out=2024-06-21&source_impression_id=p3_1718221269_P3Ktyk4xFDS7miQf&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.71218,88.43046
https://www.airbnb.com/rooms/1092434877731493693?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-14&check_out=2024-06-19&source_impression_id=p3_1718221269_P3GJszXOiLaPv3aq&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.717601,88.412102
https://www.airbnb.com/rooms/1075405411959239245?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-06-13&check_out=2024-06-18&source_impression_id=p3_1718221269_P376lKe8EwuNqrqJ&previous_page_section_name=1000&federated_search_id=5eb664ca-a8ed-41e6-906d-fd909c2b775b,26.712181,88.428235
